Customer_ID,Customer_Name,Gender,Age,City,State,Signup_Date,Customer_Segment
CUST01988,Customer 01988,Female,53,Hyderabad,Telangana,2022-09-28,Regular
CUST01989,Customer 01989,Female,23,Mumbai,Maharashtra,2023-12-12,Regular
CUST01990,Customer 01990,Male,44,Kolkata,West Bengal,2022-11-21,Regular
CUST01991,Customer 01991,Female,24,Ahmedabad,Gujarat,2024-09-16,New
CUST01992,Customer 01992,Female,49,Madurai,Tamil Nadu,2026-03-31,Regular
CUST01993,Customer 01993,Female,25,Madurai,Tamil Nadu,2024-03-08,Loyal
CUST01994,Customer 01994,Female,50,Madurai,Tamil Nadu,2024-07-08,Regular
CUST01995,Customer 01995,Female,64,Bengaluru,Karnataka,2023-07-01,Regular
CUST01996,Customer 01996,Female,61,Mumbai,Maharashtra,2024-12-28,Regular
CUST01997,Customer 01997,Female,32,Kolkata,West Bengal,2024-06-26,Regular
CUST01998,Customer 01998,Male,44,Hyderabad,Telangana,2022-07-31,Regular
CUST01999,Customer 01999,Female,47,Bengaluru,Karnataka,2026-05-01,Regular
CUST02000,Customer 02000,Male,39,Mumbai,Maharashtra,2025-11-06,Regular
CUST02001,Customer 02001,Male,64,Ahmedabad,Gujarat,2025-12-14,Regular
CUST02002,Customer 02002,Other,46,Pune,Maharashtra,2023-08-20,Loyal
CUST02003,Customer 02003,Female,58,Kolkata,West Bengal,2022-02-17,Regular
CUST02004,Customer 02004,Male,65,Madurai,Tamil Nadu,2022-08-19,Regular
CUST02005,Customer 02005,Male,47,Chennai,Tamil Nadu,2023-08-02,New
CUST02006,Customer 02006,Male,19,Kolkata,West Bengal,2026-02-09,Regular
CUST02007,Customer 02007,Female,32,Coimbatore,Tamil Nadu,2024-08-07,Regular
CUST02008,Customer 02008,Female,64,Mumbai,Maharashtra,2025-01-17,Loyal
CUST02009,Customer 02009,Female,44,Delhi,Delhi,2024-07-20,Regular
CUST02010,Customer 02010,Female,24,Ahmedabad,Gujarat,2022-02-21,Regular
CUST02011,Customer 02011,Male,44,Pune,Maharashtra,2026-04-07,Loyal
CUST02012,Customer 02012,Female,38,Ahmedabad,Gujarat,2023-02-26,New
CUST02013,Customer 02013,Male,30,Kolkata,West Bengal,2023-09-03,Loyal
CUST02014,Customer 02014,Female,34,Delhi,Delhi,2023-03-22,Regular
CUST02015,Customer 02015,Female,28,Coimbatore,Tamil Nadu,2024-08-18,Regular
CUST02016,Customer 02016,Female,27,Hyderabad,Telangana,2022-05-11,VIP
CUST02017,Customer 02017,Male,50,Chennai,Tamil Nadu,2023-08-23,Loyal
CUST02018,Customer 02018,Male,31,Delhi,Delhi,2023-01-09,Regular
CUST02019,Customer 02019,Male,54,Mumbai,Maharashtra,2023-07-05,Regular
CUST02020,Customer 02020,Female,25,Madurai,Tamil Nadu,2023-06-14,Regular
CUST02021,Customer 02021,Male,50,Coimbatore,Tamil Nadu,2025-02-02,New
CUST02022,Customer 02022,Male,24,Chennai,Tamil Nadu,2023-01-22,Loyal
CUST02023,Customer 02023,Male,51,Pune,Maharashtra,2022-12-02,New
CUST02024,Customer 02024,Female,24,Madurai,Tamil Nadu,2024-01-06,Regular
CUST02025,Customer 02025,Male,24,Kolkata,West Bengal,2025-02-14,Loyal
CUST02026,Customer 02026,Female,58,Delhi,Delhi,2024-10-21,Loyal
CUST02027,Customer 02027,Female,53,Chennai,Tamil Nadu,2024-06-14,Regular
CUST02028,Customer 02028,Female,24,Bengaluru,Karnataka,2023-06-22,Loyal
CUST02029,Customer 02029,Male,37,Hyderabad,Telangana,2025-12-30,Regular
CUST02030,Customer 02030,Male,35,Hyderabad,Telangana,2023-05-11,Loyal
CUST02031,Customer 02031,Male,62,Coimbatore,Tamil Nadu,2024-11-01,Regular
CUST02032,Customer 02032,Male,60,Pune,Maharashtra,2025-08-10,Loyal
CUST02033,Customer 02033,Male,58,Coimbatore,Tamil Nadu,2023-05-23,New
CUST02034,Customer 02034,Female,31,Bengaluru,Karnataka,2023-11-12,Regular
CUST02035,Customer 02035,Male,57,Mumbai,Maharashtra,2023-07-19,Regular
CUST02036,Customer 02036,Female,31,Pune,Maharashtra,2024-02-20,Loyal
CUST02037,Customer 02037,Male,38,Ahmedabad,Gujarat,2024-01-30,Loyal
CUST02038,Customer 02038,Female,44,Mumbai,Maharashtra,2022-05-08,New
CUST02039,Customer 02039,Female,63,Pune,Maharashtra,2025-01-04,New
CUST02040,Customer 02040,Female,43,Pune,Maharashtra,2025-07-16,Regular
CUST02041,Customer 02041,Female,44,Bengaluru,Karnataka,2022-05-26,Regular
CUST02042,Customer 02042,Female,41,Kolkata,West Bengal,2025-11-27,Regular
CUST02043,Customer 02043,Female,22,Bengaluru,Karnataka,2023-05-14,Regular
CUST02044,Customer 02044,Male,59,Pune,Maharashtra,2024-08-23,Regular
CUST02045,Customer 02045,Female,55,Chennai,Tamil Nadu,2023-07-14,Regular
CUST02046,Customer 02046,Male,45,Mumbai,Maharashtra,2025-05-07,VIP
CUST02047,Customer 02047,Male,59,Bengaluru,Karnataka,2024-07-12,Regular
CUST02048,Customer 02048,Male,60,Kolkata,West Bengal,2026-03-07,Regular
CUST02049,Customer 02049,Male,49,Delhi,Delhi,2023-02-07,Regular
CUST02050,Customer 02050,Male,41,Coimbatore,Tamil Nadu,2024-09-02,Regular
CUST02051,Customer 02051,Male,23,Pune,Maharashtra,2025-05-17,Regular
CUST02052,Customer 02052,Male,27,Ahmedabad,Gujarat,2022-12-08,Regular
CUST02053,Customer 02053,Female,63,Delhi,Delhi,2024-12-07,New
CUST02054,Customer 02054,Male,20,Hyderabad,Telangana,2023-06-25,Regular
CUST02055,Customer 02055,Female,24,Madurai,Tamil Nadu,2025-04-14,Regular
CUST02056,Customer 02056,Male,46,Kolkata,West Bengal,2023-05-26,New
CUST02057,Customer 02057,Female,51,Ahmedabad,Gujarat,2022-01-19,Regular
CUST02058,Customer 02058,Female,24,Madurai,Tamil Nadu,2023-05-10,Regular
CUST02059,Customer 02059,Female,34,Kolkata,West Bengal,2022-12-21,New
CUST02060,Customer 02060,Female,30,Chennai,Tamil Nadu,2023-07-13,New
CUST02061,Customer 02061,Male,38,Coimbatore,Tamil Nadu,2022-12-11,Regular
CUST02062,Customer 02062,Other,48,Delhi,Delhi,2024-12-19,Loyal
CUST02063,Customer 02063,Female,26,Mumbai,Maharashtra,2023-11-19,VIP
CUST02064,Customer 02064,Female,62,Kolkata,West Bengal,2022-08-17,New
CUST02065,Customer 02065,Female,64,Mumbai,Maharashtra,2022-05-27,New
CUST02066,Customer 02066,Male,30,Coimbatore,Tamil Nadu,2025-08-14,New
CUST02067,Customer 02067,Female,34,Pune,Maharashtra,2025-09-18,Regular
CUST02068,Customer 02068,Male,25,Hyderabad,Telangana,2022-11-28,Regular
CUST02069,Customer 02069,Female,26,Delhi,Delhi,2023-03-09,Regular
CUST02070,Customer 02070,Male,26,Coimbatore,Tamil Nadu,2023-02-03,Loyal
CUST02071,Customer 02071,Female,57,Coimbatore,Tamil Nadu,2024-04-15,Regular
CUST02072,Customer 02072,Male,65,Chennai,Tamil Nadu,2025-09-20,VIP
CUST02073,Customer 02073,Male,47,Madurai,Tamil Nadu,2025-05-17,New
CUST02074,Customer 02074,Female,24,Hyderabad,Telangana,2025-12-05,New
CUST02075,Customer 02075,Female,34,Delhi,Delhi,2023-08-10,Regular
CUST02076,Customer 02076,Female,56,Pune,Maharashtra,2023-08-22,New
CUST02077,Customer 02077,Male,55,Pune,Maharashtra,2025-07-18,VIP
CUST02078,Customer 02078,Male,22,Bengaluru,Karnataka,2025-04-18,Regular
CUST02079,Customer 02079,Female,34,Coimbatore,Tamil Nadu,2025-12-09,Regular
CUST02080,Customer 02080,Other,57,Kolkata,West Bengal,2024-01-27,Regular
CUST02081,Customer 02081,Female,18,Chennai,Tamil Nadu,2022-12-12,New
CUST02082,Customer 02082,Male,33,Hyderabad,Telangana,2026-03-23,New
CUST02083,Customer 02083,Female,34,Pune,Maharashtra,2026-01-01,Regular
CUST02084,Customer 02084,Male,47,Delhi,Delhi,2024-11-02,Regular
CUST02085,Customer 02085,Female,48,Bengaluru,Karnataka,2025-11-28,VIP
CUST02086,Customer 02086,Male,52,Delhi,Delhi,2024-01-08,Regular
CUST02087,Customer 02087,Male,62,Chennai,Tamil Nadu,2023-01-15,Regular
CUST02088,Customer 02088,Female,25,Kolkata,West Bengal,2023-02-25,New
CUST02089,Customer 02089,Female,65,Bengaluru,Karnataka,2025-04-18,Loyal
CUST02090,Customer 02090,Male,47,Bengaluru,Karnataka,2024-10-07,New
CUST02091,Customer 02091,Male,56,Madurai,Tamil Nadu,2025-07-30,Loyal
CUST02092,Customer 02092,Male,38,Hyderabad,Telangana,2023-02-22,Regular
CUST02093,Customer 02093,Female,32,Bengaluru,Karnataka,2022-12-22,New
CUST02094,Customer 02094,Male,51,Madurai,Tamil Nadu,2022-01-16,Regular
CUST02095,Customer 02095,Male,44,Madurai,Tamil Nadu,2022-11-11,VIP
CUST02096,Customer 02096,Female,19,Chennai,Tamil Nadu,2023-06-17,Regular
CUST02097,Customer 02097,Female,27,Mumbai,Maharashtra,2024-11-05,Regular
CUST02098,Customer 02098,Female,22,Delhi,Delhi,2026-01-28,New
CUST02099,Customer 02099,Female,44,Kolkata,West Bengal,2026-01-26,Regular
CUST02100,Customer 02100,Female,21,Ahmedabad,Gujarat,2023-06-29,New
CUST02101,Customer 02101,Female,64,Delhi,Delhi,2023-11-25,Loyal
CUST02102,Customer 02102,Female,30,Bengaluru,Karnataka,2022-03-10,Loyal
CUST02103,Customer 02103,Female,34,Kolkata,West Bengal,2023-02-15,VIP
CUST02104,Customer 02104,Male,38,Pune,Maharashtra,2024-12-11,New
CUST02105,Customer 02105,Other,40,Mumbai,Maharashtra,2024-12-24,Regular
CUST02106,Customer 02106,Male,50,Pune,Maharashtra,2024-03-22,New
CUST02107,Customer 02107,Male,32,Pune,Maharashtra,2024-07-07,Regular
CUST02108,Customer 02108,Male,31,Hyderabad,Telangana,2024-04-26,Loyal
CUST02109,Customer 02109,Male,26,Delhi,Delhi,2024-01-10,Regular
CUST02110,Customer 02110,Other,61,Ahmedabad,Gujarat,2026-01-30,Loyal
CUST02111,Customer 02111,Female,54,Chennai,Tamil Nadu,2025-07-19,Loyal
CUST02112,Customer 02112,Female,47,Ahmedabad,Gujarat,2023-03-15,Regular
CUST02113,Customer 02113,Female,46,Pune,Maharashtra,2023-06-14,Regular
CUST02114,Customer 02114,Female,40,Bengaluru,Karnataka,2023-12-31,New
CUST02115,Customer 02115,Male,51,Mumbai,Maharashtra,2022-09-30,Regular
CUST02116,Customer 02116,Female,24,Coimbatore,Tamil Nadu,2023-04-04,New
CUST02117,Customer 02117,Female,26,Ahmedabad,Gujarat,2024-03-30,VIP
CUST02118,Customer 02118,Male,21,Pune,Maharashtra,2025-04-11,Regular
CUST02119,Customer 02119,Female,19,Mumbai,Maharashtra,2023-07-22,Regular
CUST02120,Customer 02120,Male,44,Kolkata,West Bengal,2024-05-10,Loyal
CUST02121,Customer 02121,Male,50,Delhi,Delhi,2026-03-25,Loyal
CUST02122,Customer 02122,Male,49,Madurai,Tamil Nadu,2023-05-12,Loyal
CUST02123,Customer 02123,Male,61,Hyderabad,Telangana,2024-03-05,Regular
CUST02124,Customer 02124,Female,62,Mumbai,Maharashtra,2024-03-15,Regular
CUST02125,Customer 02125,Female,63,Bengaluru,Karnataka,2026-04-07,Regular
CUST02126,Customer 02126,Male,54,Bengaluru,Karnataka,2024-12-31,Regular
CUST02127,Customer 02127,Female,44,Mumbai,Maharashtra,2024-07-22,New
CUST02128,Customer 02128,Female,45,Bengaluru,Karnataka,2024-09-18,Regular
CUST02129,Customer 02129,Male,20,Delhi,Delhi,2024-04-19,VIP
CUST02130,Customer 02130,Male,53,Bengaluru,Karnataka,2025-04-10,Regular
CUST02131,Customer 02131,Other,60,Ahmedabad,Gujarat,2023-09-27,Regular
CUST02132,Customer 02132,Female,25,Madurai,Tamil Nadu,2023-08-26,New
CUST02133,Customer 02133,Other,61,Bengaluru,Karnataka,2024-01-06,New
CUST02134,Customer 02134,Male,58,Madurai,Tamil Nadu,2025-08-08,New
CUST02135,Customer 02135,Female,54,Pune,Maharashtra,2025-06-29,Regular
CUST02136,Customer 02136,Male,62,Chennai,Tamil Nadu,2025-12-03,Loyal
CUST02137,Customer 02137,Male,55,Delhi,Delhi,2024-09-17,Regular
CUST02138,Customer 02138,Female,39,Chennai,Tamil Nadu,2023-01-02,Regular
CUST02139,Customer 02139,Male,31,Pune,Maharashtra,2022-09-13,Regular
CUST02140,Customer 02140,Male,32,Delhi,Delhi,2026-03-29,Regular
CUST02141,Customer 02141,Male,63,Mumbai,Maharashtra,2023-03-16,Loyal
CUST02142,Customer 02142,Male,21,Mumbai,Maharashtra,2025-09-20,Regular
CUST02143,Customer 02143,Female,35,Madurai,Tamil Nadu,2023-03-11,Regular
CUST02144,Customer 02144,Female,18,Pune,Maharashtra,2023-11-21,Regular
CUST02145,Customer 02145,Male,29,Madurai,Tamil Nadu,2026-01-24,Loyal
CUST02146,Customer 02146,Male,58,Hyderabad,Telangana,2022-11-04,Regular
CUST02147,Customer 02147,Male,59,Bengaluru,Karnataka,2025-01-23,New
CUST02148,Customer 02148,Female,34,Coimbatore,Tamil Nadu,2023-02-13,New
CUST02149,Customer 02149,Male,36,Hyderabad,Telangana,2024-04-05,VIP
CUST02150,Customer 02150,Female,53,Bengaluru,Karnataka,2025-04-06,Loyal
CUST02151,Customer 02151,Male,65,Delhi,Delhi,2022-03-28,New
CUST02152,Customer 02152,Male,24,Madurai,Tamil Nadu,2022-01-03,Loyal
CUST02153,Customer 02153,Female,26,Delhi,Delhi,2023-01-07,Regular
CUST02154,Customer 02154,Female,25,Delhi,Delhi,2026-04-01,Regular
CUST02155,Customer 02155,Male,42,Bengaluru,Karnataka,2023-10-04,New
CUST02156,Customer 02156,Female,24,Pune,Maharashtra,2024-11-12,Loyal
CUST02157,Customer 02157,Female,59,Bengaluru,Karnataka,2022-04-08,New
CUST02158,Customer 02158,Female,25,Kolkata,West Bengal,2023-11-01,Loyal
CUST02159,Customer 02159,Female,41,Mumbai,Maharashtra,2026-03-26,New
CUST02160,Customer 02160,Female,34,Mumbai,Maharashtra,2022-11-17,Loyal
CUST02161,Customer 02161,Other,29,Hyderabad,Telangana,2023-06-18,New
CUST02162,Customer 02162,Male,63,Mumbai,Maharashtra,2024-03-30,New
CUST02163,Customer 02163,Female,48,Bengaluru,Karnataka,2023-01-02,Regular
CUST02164,Customer 02164,Male,29,Ahmedabad,Gujarat,2025-04-22,New
CUST02165,Customer 02165,Male,19,Madurai,Tamil Nadu,2023-02-21,Regular
CUST02166,Customer 02166,Male,29,Bengaluru,Karnataka,2023-12-30,Regular
CUST02167,Customer 02167,Male,44,Bengaluru,Karnataka,2025-05-22,VIP
CUST02168,Customer 02168,Female,63,Coimbatore,Tamil Nadu,2024-04-27,Regular
CUST02169,Customer 02169,Female,24,Madurai,Tamil Nadu,2023-11-01,Regular
CUST02170,Customer 02170,Female,30,Kolkata,West Bengal,2025-05-18,New
CUST02171,Customer 02171,Male,53,Mumbai,Maharashtra,2022-05-13,Regular
CUST02172,Customer 02172,Male,18,Madurai,Tamil Nadu,2022-02-22,New
CUST02173,Customer 02173,Female,52,Mumbai,Maharashtra,2024-01-11,Loyal
CUST02174,Customer 02174,Male,47,Hyderabad,Telangana,2023-11-26,Regular
CUST02175,Customer 02175,Female,48,Madurai,Tamil Nadu,2022-01-23,Loyal
CUST02176,Customer 02176,Female,34,Mumbai,Maharashtra,2025-02-03,Regular
CUST02177,Customer 02177,Female,25,Kolkata,West Bengal,2023-04-05,VIP
CUST02178,Customer 02178,Female,20,Chennai,Tamil Nadu,2023-10-12,New
CUST02179,Customer 02179,Female,27,Delhi,Delhi,2023-04-27,New
CUST02180,Customer 02180,Male,51,Delhi,Delhi,2022-04-30,Regular
CUST02181,Customer 02181,Female,39,Kolkata,West Bengal,2023-11-04,VIP
CUST02182,Customer 02182,Male,21,Coimbatore,Tamil Nadu,2022-07-27,Regular
CUST02183,Customer 02183,Male,49,Chennai,Tamil Nadu,2022-11-14,New
CUST02184,Customer 02184,Male,46,Hyderabad,Telangana,2022-12-04,Regular
CUST02185,Customer 02185,Female,63,Kolkata,West Bengal,2022-06-04,Loyal
CUST02186,Customer 02186,Male,28,Delhi,Delhi,2024-05-17,New
CUST02187,Customer 02187,Male,63,Delhi,Delhi,2025-03-24,New
CUST02188,Customer 02188,Male,30,Delhi,Delhi,2023-01-29,Loyal
CUST02189,Customer 02189,Female,21,Pune,Maharashtra,2023-05-20,Loyal
CUST02190,Customer 02190,Female,19,Kolkata,West Bengal,2024-08-28,Loyal
CUST02191,Customer 02191,Female,51,Bengaluru,Karnataka,2022-11-09,VIP
CUST02192,Customer 02192,Female,60,Hyderabad,Telangana,2025-07-06,New
CUST02193,Customer 02193,Male,39,Delhi,Delhi,2025-03-26,Regular
CUST02194,Customer 02194,Male,22,Mumbai,Maharashtra,2022-01-14,Regular
CUST02195,Customer 02195,Female,26,Kolkata,West Bengal,2022-03-18,Loyal
CUST02196,Customer 02196,Male,37,Pune,Maharashtra,2025-09-24,Loyal
CUST02197,Customer 02197,Male,38,Kolkata,West Bengal,2023-02-13,Loyal
CUST02198,Customer 02198,Male,34,Hyderabad,Telangana,2023-01-29,Regular
CUST02199,Customer 02199,Female,29,Pune,Maharashtra,2022-08-08,New
CUST02200,Customer 02200,Male,45,Hyderabad,Telangana,2024-01-14,Regular
CUST02201,Customer 02201,Female,35,Kolkata,West Bengal,2023-03-09,Regular
CUST02202,Customer 02202,Male,20,Bengaluru,Karnataka,2024-03-16,New
CUST02203,Customer 02203,Female,22,Hyderabad,Telangana,2026-01-18,Loyal
CUST02204,Customer 02204,Male,31,Pune,Maharashtra,2025-03-09,New
CUST02205,Customer 02205,Male,65,Pune,Maharashtra,2024-09-14,New
CUST02206,Customer 02206,Male,43,Hyderabad,Telangana,2026-03-02,Regular
CUST02207,Customer 02207,Female,36,Ahmedabad,Gujarat,2023-10-16,Loyal
CUST02208,Customer 02208,Male,58,Kolkata,West Bengal,2024-03-27,Regular
CUST02209,Customer 02209,Female,34,Ahmedabad,Gujarat,2026-04-03,Loyal
CUST02210,Customer 02210,Female,56,Coimbatore,Tamil Nadu,2024-01-25,Regular
CUST02211,Customer 02211,Female,59,Kolkata,West Bengal,2023-11-07,New
CUST02212,Customer 02212,Male,21,Hyderabad,Telangana,2024-04-11,New
CUST02213,Customer 02213,Male,59,Chennai,Tamil Nadu,2025-01-24,Loyal
CUST02214,Customer 02214,Male,52,Hyderabad,Telangana,2022-01-28,Regular
CUST02215,Customer 02215,Female,41,Ahmedabad,Gujarat,2024-09-14,Loyal
CUST02216,Customer 02216,Female,58,Bengaluru,Karnataka,2025-06-07,Regular
CUST02217,Customer 02217,Female,30,Hyderabad,Telangana,2023-02-20,Regular
CUST02218,Customer 02218,Female,50,Hyderabad,Telangana,2026-01-19,Regular
CUST02219,Customer 02219,Male,32,Bengaluru,Karnataka,2022-01-25,New
CUST02220,Customer 02220,Male,32,Hyderabad,Telangana,2025-11-28,Regular
CUST02221,Customer 02221,Female,48,Delhi,Delhi,2023-11-04,Regular
CUST02222,Customer 02222,Male,60,Chennai,Tamil Nadu,2023-06-26,Loyal
CUST02223,Customer 02223,Male,45,Mumbai,Maharashtra,2022-06-14,New
CUST02224,Customer 02224,Female,27,Chennai,Tamil Nadu,2022-07-27,Regular
CUST02225,Customer 02225,Male,24,Hyderabad,Telangana,2024-08-06,New
CUST02226,Customer 02226,Female,50,Delhi,Delhi,2024-09-11,Regular
CUST02227,Customer 02227,Female,24,Kolkata,West Bengal,2023-09-06,Regular
CUST02228,Customer 02228,Female,22,Hyderabad,Telangana,2023-01-08,VIP
CUST02229,Customer 02229,Male,43,Ahmedabad,Gujarat,2023-09-10,Regular
CUST02230,Customer 02230,Male,33,Delhi,Delhi,2022-03-10,Loyal
CUST02231,Customer 02231,Female,25,Bengaluru,Karnataka,2026-03-24,Regular
CUST02232,Customer 02232,Male,39,Delhi,Delhi,2025-10-08,New
CUST02233,Customer 02233,Male,51,Bengaluru,Karnataka,2022-04-11,Regular
CUST02234,Customer 02234,Male,57,Coimbatore,Tamil Nadu,2022-01-01,Regular
CUST02235,Customer 02235,Male,45,Mumbai,Maharashtra,2022-12-17,Regular
CUST02236,Customer 02236,Male,63,Madurai,Tamil Nadu,2022-01-07,Regular
CUST02237,Customer 02237,Female,53,Delhi,Delhi,2022-11-14,Loyal
CUST02238,Customer 02238,Male,64,Pune,Maharashtra,2023-09-15,VIP
CUST02239,Customer 02239,Male,24,Ahmedabad,Gujarat,2023-05-24,Regular
CUST02240,Customer 02240,Female,57,Hyderabad,Telangana,2022-07-05,Loyal
CUST02241,Customer 02241,Other,60,Ahmedabad,Gujarat,2023-12-29,Regular
CUST02242,Customer 02242,Male,45,Chennai,Tamil Nadu,2023-04-07,New
CUST02243,Customer 02243,Male,19,Madurai,Tamil Nadu,2022-12-09,Loyal
CUST02244,Customer 02244,Female,26,Chennai,Tamil Nadu,2023-09-27,New
CUST02245,Customer 02245,Female,23,Coimbatore,Tamil Nadu,2023-12-14,Loyal
CUST02246,Customer 02246,Female,18,Madurai,Tamil Nadu,2024-10-28,Regular
CUST02247,Customer 02247,Female,20,Madurai,Tamil Nadu,2023-07-30,Regular
CUST02248,Customer 02248,Male,27,Chennai,Tamil Nadu,2022-05-16,Regular
CUST02249,Customer 02249,Female,54,Bengaluru,Karnataka,2023-01-18,Loyal
CUST02250,Customer 02250,Male,61,Chennai,Tamil Nadu,2022-07-05,New
CUST02251,Customer 02251,Female,40,Ahmedabad,Gujarat,2023-10-01,New
CUST02252,Customer 02252,Female,50,Bengaluru,Karnataka,2024-07-16,Regular
CUST02253,Customer 02253,Other,26,Ahmedabad,Gujarat,2025-10-27,New
CUST02254,Customer 02254,Male,30,Coimbatore,Tamil Nadu,2024-08-21,Regular
CUST02255,Customer 02255,Male,45,Hyderabad,Telangana,2023-07-15,Loyal
CUST02256,Customer 02256,Female,24,Kolkata,West Bengal,2025-04-04,Loyal
CUST02257,Customer 02257,Female,43,Bengaluru,Karnataka,2024-06-16,Loyal
CUST02258,Customer 02258,Female,33,Coimbatore,Tamil Nadu,2023-10-01,Loyal
CUST02259,Customer 02259,Male,57,Pune,Maharashtra,2022-11-17,Loyal
CUST02260,Customer 02260,Male,43,Coimbatore,Tamil Nadu,2025-03-26,VIP
CUST02261,Customer 02261,Female,56,Chennai,Tamil Nadu,2024-05-07,New
CUST02262,Customer 02262,Male,49,Chennai,Tamil Nadu,2024-09-24,Regular
CUST02263,Customer 02263,Female,53,Kolkata,West Bengal,2022-10-12,VIP
CUST02264,Customer 02264,Male,59,Coimbatore,Tamil Nadu,2024-11-17,Regular
CUST02265,Customer 02265,Female,18,Mumbai,Maharashtra,2022-12-17,Loyal
CUST02266,Customer 02266,Female,38,Hyderabad,Telangana,2022-03-24,New
CUST02267,Customer 02267,Female,30,Chennai,Tamil Nadu,2023-10-28,Loyal
CUST02268,Customer 02268,Male,43,Kolkata,West Bengal,2025-10-25,Regular
CUST02269,Customer 02269,Female,62,Hyderabad,Telangana,2023-06-25,New
CUST02270,Customer 02270,Male,26,Coimbatore,Tamil Nadu,2025-11-19,New
CUST02271,Customer 02271,Female,54,Coimbatore,Tamil Nadu,2023-04-25,Regular
CUST02272,Customer 02272,Male,40,Madurai,Tamil Nadu,2022-08-01,Loyal
CUST02273,Customer 02273,Male,18,Kolkata,West Bengal,2024-07-18,Regular
CUST02274,Customer 02274,Male,19,Chennai,Tamil Nadu,2022-12-26,Loyal
CUST02275,Customer 02275,Male,60,Mumbai,Maharashtra,2022-08-02,Regular
CUST02276,Customer 02276,Other,45,Coimbatore,Tamil Nadu,2022-10-31,VIP
CUST02277,Customer 02277,Male,53,Mumbai,Maharashtra,2025-03-24,Regular
CUST02278,Customer 02278,Female,48,Coimbatore,Tamil Nadu,2025-11-04,New
CUST02279,Customer 02279,Other,58,Chennai,Tamil Nadu,2022-07-19,New
CUST02280,Customer 02280,Male,22,Hyderabad,Telangana,2022-08-26,VIP
CUST02281,Customer 02281,Female,54,Delhi,Delhi,2023-11-02,Regular
CUST02282,Customer 02282,Male,42,Hyderabad,Telangana,2025-04-05,New
CUST02283,Customer 02283,Male,25,Coimbatore,Tamil Nadu,2025-06-03,New
CUST02284,Customer 02284,Male,51,Ahmedabad,Gujarat,2024-05-28,Regular
CUST02285,Customer 02285,Female,56,Delhi,Delhi,2022-09-08,Loyal
CUST02286,Customer 02286,Male,49,Delhi,Delhi,2025-07-27,Regular
CUST02287,Customer 02287,Female,28,Mumbai,Maharashtra,2023-04-21,Regular
CUST02288,Customer 02288,Female,64,Kolkata,West Bengal,2023-05-13,Loyal
CUST02289,Customer 02289,Female,42,Mumbai,Maharashtra,2024-09-04,Regular
CUST02290,Customer 02290,Male,20,Mumbai,Maharashtra,2026-04-08,Loyal
CUST02291,Customer 02291,Female,62,Ahmedabad,Gujarat,2024-09-23,Regular
CUST02292,Customer 02292,Female,49,Hyderabad,Telangana,2023-12-02,VIP
CUST02293,Customer 02293,Female,52,Hyderabad,Telangana,2025-12-05,New
CUST02294,Customer 02294,Female,49,Pune,Maharashtra,2024-02-23,Loyal
CUST02295,Customer 02295,Female,51,Coimbatore,Tamil Nadu,2023-03-05,Regular
CUST02296,Customer 02296,Male,54,Ahmedabad,Gujarat,2023-06-23,New
CUST02297,Customer 02297,Male,22,Pune,Maharashtra,2024-06-19,Regular
CUST02298,Customer 02298,Male,62,Chennai,Tamil Nadu,2026-01-06,Regular
CUST02299,Customer 02299,Male,45,Coimbatore,Tamil Nadu,2024-08-25,New
CUST02300,Customer 02300,Male,45,Coimbatore,Tamil Nadu,2022-07-29,Regular
CUST02301,Customer 02301,Male,25,Madurai,Tamil Nadu,2026-04-20,VIP
CUST02302,Customer 02302,Male,44,Madurai,Tamil Nadu,2023-05-06,Regular
CUST02303,Customer 02303,Other,33,Bengaluru,Karnataka,2023-04-16,Regular
CUST02304,Customer 02304,Male,35,Bengaluru,Karnataka,2023-07-22,New
CUST02305,Customer 02305,Female,42,Mumbai,Maharashtra,2023-10-26,New
CUST02306,Customer 02306,Female,65,Chennai,Tamil Nadu,2026-01-26,Regular
CUST02307,Customer 02307,Female,18,Delhi,Delhi,2023-07-04,VIP
CUST02308,Customer 02308,Female,25,Delhi,Delhi,2026-02-09,Loyal
CUST02309,Customer 02309,Male,38,Madurai,Tamil Nadu,2022-07-17,Regular
CUST02310,Customer 02310,Male,51,Madurai,Tamil Nadu,2023-06-05,Regular
CUST02311,Customer 02311,Male,41,Madurai,Tamil Nadu,2026-03-03,Regular
CUST02312,Customer 02312,Male,54,Ahmedabad,Gujarat,2026-03-15,Regular
CUST02313,Customer 02313,Female,43,Kolkata,West Bengal,2025-09-10,Regular
CUST02314,Customer 02314,Female,64,Bengaluru,Karnataka,2023-11-19,Loyal
CUST02315,Customer 02315,Male,31,Ahmedabad,Gujarat,2023-04-12,New
CUST02316,Customer 02316,Male,46,Hyderabad,Telangana,2023-08-19,VIP
CUST02317,Customer 02317,Male,47,Delhi,Delhi,2022-05-19,New
CUST02318,Customer 02318,Male,20,Coimbatore,Tamil Nadu,2024-10-11,Regular
CUST02319,Customer 02319,Female,24,Bengaluru,Karnataka,2022-08-30,Loyal
CUST02320,Customer 02320,Male,53,Pune,Maharashtra,2022-11-12,Regular
CUST02321,Customer 02321,Female,28,Hyderabad,Telangana,2023-10-29,New
CUST02322,Customer 02322,Male,49,Bengaluru,Karnataka,2024-01-03,New
CUST02323,Customer 02323,Male,29,Ahmedabad,Gujarat,2022-05-15,Regular
