Product_ID,Product_Name,Category,Brand,Unit_Cost,Unit_Price,Stock_Quantity
PROD0361,HomeEase Product 0361,Accessories,Apex,3822.10,4697.25,335
PROD0362,Apex Product 0362,Books,PrimeLife,2232.90,3694.96,200
PROD0363,Apex Product 0363,Books,StyleHub,707.89,991.70,306
PROD0364,FitMax Product 0364,Electronics,UrbanX,2954.04,4174.15,426
PROD0365,Nova Product 0365,Fashion,DailyChoice,2709.81,4027.39,133
PROD0366,UrbanX Product 0366,Grocery,UrbanX,4227.31,8049.99,376
PROD0367,Nova Product 0367,Accessories,UrbanX,2655.66,3511.56,152
PROD0368,Zen Product 0368,Fashion,HomeEase,4154.02,7906.90,254
PROD0369,StyleHub Product 0369,Beauty,PrimeLife,2768.00,5458.07,259
PROD0370,DailyChoice Product 0370,Grocery,PrimeLife,2290.03,4062.98,239
PROD0371,StyleHub Product 0371,Beauty,Zen,1918.80,2705.38,459
PROD0372,DailyChoice Product 0372,Books,UrbanX,951.12,1145.25,151
PROD0373,TechPro Product 0373,Books,Apex,2961.75,4674.66,439
PROD0374,StyleHub Product 0374,Sports,Apex,2766.83,5643.83,90
PROD0375,Zen Product 0375,Home & Kitchen,StyleHub,4881.12,6135.39,239
PROD0376,Zen Product 0376,Electronics,FitMax,2120.80,4097.54,182
PROD0377,StyleHub Product 0377,Sports,FitMax,2165.46,3554.14,309
PROD0378,Zen Product 0378,Home & Kitchen,PrimeLife,902.97,1890.62,258
PROD0379,Zen Product 0379,Books,HomeEase,3028.10,4614.85,459
PROD0380,UrbanX Product 0380,Beauty,Apex,4254.48,8040.91,430
PROD0381,UrbanX Product 0381,Electronics,TechPro,1314.82,2533.82,499
PROD0382,FitMax Product 0382,Fashion,Zen,144.48,196.30,285
PROD0383,UrbanX Product 0383,Fashion,HomeEase,3488.22,4590.69,75
PROD0384,Nova Product 0384,Sports,TechPro,253.73,316.49,296
PROD0385,Nova Product 0385,Sports,FitMax,2105.45,3972.27,361
PROD0386,Nova Product 0386,Electronics,DailyChoice,3102.28,5353.16,182
PROD0387,HomeEase Product 0387,Fashion,Nova,1991.46,2471.51,58
PROD0388,Apex Product 0388,Grocery,Nova,1376.83,2029.10,39
PROD0389,StyleHub Product 0389,Grocery,TechPro,4016.41,5219.18,44
PROD0390,PrimeLife Product 0390,Sports,HomeEase,1574.57,1963.98,405
PROD0391,Apex Product 0391,Accessories,FitMax,982.23,1437.70,14
PROD0392,UrbanX Product 0392,Fashion,Nova,2003.14,2506.15,219
PROD0393,DailyChoice Product 0393,Beauty,PrimeLife,745.16,1060.51,272
PROD0394,DailyChoice Product 0394,Sports,TechPro,3482.95,6026.74,186
PROD0395,TechPro Product 0395,Books,Zen,3579.39,6224.38,363
PROD0396,UrbanX Product 0396,Grocery,UrbanX,172.42,228.70,495
PROD0397,Zen Product 0397,Home & Kitchen,DailyChoice,3504.85,4733.52,24
PROD0398,FitMax Product 0398,Accessories,PrimeLife,1565.04,3204.76,298
PROD0399,TechPro Product 0399,Sports,TechPro,3315.40,4393.84,191
PROD0400,Apex Product 0400,Beauty,TechPro,3561.77,4267.10,178
PROD0401,TechPro Product 0401,Electronics,Nova,1461.13,2055.90,60
PROD0402,UrbanX Product 0402,Grocery,Apex,1008.39,1769.97,428
PROD0403,HomeEase Product 0403,Fashion,Apex,4149.16,4803.01,130
PROD0404,Nova Product 0404,Grocery,UrbanX,3722.00,8129.73,248
PROD0405,FitMax Product 0405,Accessories,Nova,4202.00,5848.80,163
PROD0406,Nova Product 0406,Books,Apex,2235.03,3129.09,478
PROD0407,Apex Product 0407,Electronics,Apex,2336.21,4498.49,206
PROD0408,DailyChoice Product 0408,Grocery,StyleHub,1786.42,2519.90,237
PROD0409,Nova Product 0409,Sports,Zen,2545.41,3986.01,191
PROD0410,Zen Product 0410,Home & Kitchen,Zen,3268.19,5624.93,27
PROD0411,StyleHub Product 0411,Electronics,UrbanX,4091.27,4798.92,106
PROD0412,StyleHub Product 0412,Grocery,FitMax,997.54,2024.17,222
PROD0413,Apex Product 0413,Home & Kitchen,Apex,2086.55,3521.37,379
PROD0414,TechPro Product 0414,Sports,Apex,2359.89,3489.25,428
PROD0415,DailyChoice Product 0415,Grocery,DailyChoice,2491.17,3910.58,83
PROD0416,Apex Product 0416,Home & Kitchen,UrbanX,2755.67,3330.55,497
PROD0417,Nova Product 0417,Home & Kitchen,Zen,4028.56,7669.90,236
PROD0418,DailyChoice Product 0418,Beauty,UrbanX,4442.63,7625.68,148
PROD0419,Apex Product 0419,Grocery,Apex,879.87,1856.25,282
PROD0420,DailyChoice Product 0420,Electronics,Nova,3592.14,5881.76,338
PROD0421,FitMax Product 0421,Sports,Apex,2447.63,4943.78,99
PROD0422,Zen Product 0422,Beauty,Apex,2146.81,2893.35,331
PROD0423,StyleHub Product 0423,Home & Kitchen,FitMax,655.38,792.57,34
PROD0424,HomeEase Product 0424,Beauty,HomeEase,414.27,888.97,431
PROD0425,DailyChoice Product 0425,Beauty,HomeEase,4891.27,6944.65,96
PROD0426,TechPro Product 0426,Home & Kitchen,Apex,3247.61,6577.26,355
PROD0427,Apex Product 0427,Sports,Apex,2316.89,3290.45,232
PROD0428,Nova Product 0428,Grocery,FitMax,3832.64,5034.69,406
PROD0429,StyleHub Product 0429,Accessories,Nova,546.55,1048.92,447
PROD0430,HomeEase Product 0430,Fashion,DailyChoice,3076.49,6052.46,12
PROD0431,StyleHub Product 0431,Beauty,HomeEase,3337.00,6793.44,245
PROD0432,Nova Product 0432,Electronics,DailyChoice,2315.07,4764.67,413
PROD0433,StyleHub Product 0433,Home & Kitchen,UrbanX,1337.73,2217.00,457
PROD0434,StyleHub Product 0434,Fashion,PrimeLife,4777.47,7501.72,488
PROD0435,FitMax Product 0435,Accessories,Nova,1575.56,3054.25,403
PROD0436,UrbanX Product 0436,Beauty,Apex,711.50,1243.60,261
PROD0437,Nova Product 0437,Accessories,UrbanX,3189.32,6900.25,222
PROD0438,Nova Product 0438,Home & Kitchen,Nova,2914.18,4501.32,402
PROD0439,FitMax Product 0439,Home & Kitchen,DailyChoice,3798.39,4539.15,450
PROD0440,StyleHub Product 0440,Beauty,DailyChoice,3793.54,6709.90,73
PROD0441,DailyChoice Product 0441,Grocery,HomeEase,3139.16,4775.11,265
PROD0442,UrbanX Product 0442,Books,FitMax,1116.92,1686.33,183
PROD0443,TechPro Product 0443,Books,DailyChoice,4447.01,7750.00,276
PROD0444,FitMax Product 0444,Electronics,Apex,1316.59,2788.37,382
PROD0445,HomeEase Product 0445,Home & Kitchen,UrbanX,560.52,801.72,55
PROD0446,UrbanX Product 0446,Home & Kitchen,TechPro,1577.35,2442.64,56
PROD0447,Zen Product 0447,Beauty,PrimeLife,2467.84,5147.45,385
PROD0448,UrbanX Product 0448,Fashion,Zen,1115.19,2330.72,492
PROD0449,StyleHub Product 0449,Home & Kitchen,StyleHub,1734.99,2422.60,294
PROD0450,DailyChoice Product 0450,Grocery,Zen,2617.10,4950.63,60
PROD0451,FitMax Product 0451,Home & Kitchen,Zen,1682.40,2668.86,172
PROD0452,UrbanX Product 0452,Beauty,Zen,537.66,1146.72,477
PROD0453,PrimeLife Product 0453,Books,FitMax,1066.35,2046.17,109
PROD0454,FitMax Product 0454,Home & Kitchen,Apex,3991.61,6662.28,411
PROD0455,TechPro Product 0455,Grocery,UrbanX,4776.22,9592.00,145
PROD0456,HomeEase Product 0456,Beauty,DailyChoice,827.34,1818.31,13
PROD0457,UrbanX Product 0457,Electronics,Nova,3436.99,5565.85,182
PROD0458,Nova Product 0458,Beauty,Apex,4537.34,6997.43,314
PROD0459,HomeEase Product 0459,Grocery,PrimeLife,1565.80,2798.69,364
PROD0460,FitMax Product 0460,Books,FitMax,4164.36,7775.85,146
PROD0461,Apex Product 0461,Fashion,FitMax,4534.19,8568.13,231
PROD0462,Nova Product 0462,Home & Kitchen,Nova,1567.54,2582.15,483
PROD0463,Zen Product 0463,Electronics,TechPro,378.03,566.63,296
PROD0464,UrbanX Product 0464,Accessories,Zen,4592.29,9244.38,139
PROD0465,PrimeLife Product 0465,Home & Kitchen,FitMax,1719.37,3707.26,147
PROD0466,UrbanX Product 0466,Home & Kitchen,DailyChoice,167.32,344.21,417
PROD0467,DailyChoice Product 0467,Grocery,DailyChoice,2427.11,4530.13,380
PROD0468,Zen Product 0468,Accessories,UrbanX,667.80,1020.50,35
PROD0469,UrbanX Product 0469,Books,DailyChoice,4518.34,8149.31,276
PROD0470,PrimeLife Product 0470,Beauty,FitMax,859.48,1079.69,55
PROD0471,DailyChoice Product 0471,Home & Kitchen,DailyChoice,1591.65,2722.69,466
PROD0472,PrimeLife Product 0472,Books,DailyChoice,3973.21,7828.33,40
PROD0473,FitMax Product 0473,Electronics,PrimeLife,4051.10,5726.68,382
PROD0474,FitMax Product 0474,Grocery,Apex,4516.27,7572.03,168
PROD0475,PrimeLife Product 0475,Books,PrimeLife,2537.24,3113.04,170
PROD0476,Zen Product 0476,Books,HomeEase,4934.93,10019.99,105
PROD0477,Zen Product 0477,Books,Zen,2629.33,3990.65,226
PROD0478,PrimeLife Product 0478,Grocery,Apex,3974.47,7000.31,455
PROD0479,FitMax Product 0479,Sports,UrbanX,1873.32,2898.89,85
PROD0480,PrimeLife Product 0480,Books,PrimeLife,4712.33,8376.07,490
PROD0481,TechPro Product 0481,Home & Kitchen,StyleHub,3456.58,6676.07,293
PROD0482,Apex Product 0482,Books,Zen,477.78,713.40,145
PROD0483,StyleHub Product 0483,Beauty,Zen,631.75,1070.96,263
PROD0484,Nova Product 0484,Fashion,Apex,4464.97,8861.26,246
PROD0485,FitMax Product 0485,Home & Kitchen,PrimeLife,4066.84,7614.12,449
PROD0486,PrimeLife Product 0486,Books,TechPro,1717.46,2078.00,147
PROD0487,StyleHub Product 0487,Books,HomeEase,2655.82,4640.24,452
PROD0488,Zen Product 0488,Beauty,FitMax,4278.47,6610.88,440
PROD0489,PrimeLife Product 0489,Accessories,StyleHub,606.81,1149.43,361
PROD0490,DailyChoice Product 0490,Home & Kitchen,PrimeLife,776.88,907.01,221
PROD0491,Zen Product 0491,Sports,UrbanX,3606.08,5398.76,145
PROD0492,Apex Product 0492,Sports,PrimeLife,502.81,623.90,107
PROD0493,PrimeLife Product 0493,Electronics,Apex,1827.58,3868.10,443
PROD0494,PrimeLife Product 0494,Sports,StyleHub,1333.86,2761.52,214
PROD0495,TechPro Product 0495,Grocery,FitMax,3825.40,8287.70,244
PROD0496,Apex Product 0496,Grocery,HomeEase,111.99,204.45,129
PROD0497,Apex Product 0497,Accessories,UrbanX,665.39,1329.05,425
PROD0498,FitMax Product 0498,Beauty,UrbanX,585.14,1048.84,63
PROD0499,Zen Product 0499,Sports,Zen,1658.58,2764.27,299
PROD0500,HomeEase Product 0500,Beauty,Apex,1239.15,2509.91,434
PROD0501,Apex Product 0501,Home & Kitchen,Apex,1218.59,2394.50,356
PROD0502,UrbanX Product 0502,Electronics,Nova,1914.93,3676.55,361
PROD0503,Apex Product 0503,Books,Nova,1148.84,2399.47,223
PROD0504,StyleHub Product 0504,Books,DailyChoice,620.45,1318.57,64
PROD0505,PrimeLife Product 0505,Books,StyleHub,2957.93,4784.60,486
PROD0506,StyleHub Product 0506,Accessories,FitMax,4763.51,6892.62,64
PROD0507,Nova Product 0507,Electronics,Apex,3075.11,5188.86,373
PROD0508,HomeEase Product 0508,Books,PrimeLife,3809.40,4753.06,379
PROD0509,Nova Product 0509,Sports,PrimeLife,4863.67,10384.27,181
PROD0510,StyleHub Product 0510,Grocery,PrimeLife,850.50,1856.68,496
PROD0511,HomeEase Product 0511,Books,Nova,2353.07,4318.68,107
PROD0512,Zen Product 0512,Books,PrimeLife,2951.05,5705.77,350
PROD0513,Nova Product 0513,Fashion,UrbanX,1678.35,2500.50,422
PROD0514,DailyChoice Product 0514,Grocery,FitMax,3104.33,6393.62,391
PROD0515,Apex Product 0515,Sports,Zen,3156.72,6614.33,322
PROD0516,StyleHub Product 0516,Books,Zen,4226.92,5202.27,110
PROD0517,Nova Product 0517,Fashion,HomeEase,4179.33,5383.04,75
PROD0518,FitMax Product 0518,Sports,Apex,798.36,1136.78,249
PROD0519,FitMax Product 0519,Beauty,Nova,927.57,1752.05,240
PROD0520,DailyChoice Product 0520,Beauty,UrbanX,1189.62,1597.10,225
PROD0521,UrbanX Product 0521,Books,UrbanX,1380.03,1905.94,304
PROD0522,HomeEase Product 0522,Books,StyleHub,2866.02,4445.07,472
PROD0523,Zen Product 0523,Accessories,StyleHub,1704.70,3055.19,163
PROD0524,Apex Product 0524,Accessories,HomeEase,4769.52,10374.30,262
PROD0525,HomeEase Product 0525,Fashion,FitMax,679.68,1341.07,14
PROD0526,Apex Product 0526,Electronics,TechPro,1307.78,2270.59,340
PROD0527,Nova Product 0527,Accessories,DailyChoice,4354.76,5233.79,152
PROD0528,UrbanX Product 0528,Fashion,FitMax,2963.22,5015.79,495
PROD0529,PrimeLife Product 0529,Home & Kitchen,PrimeLife,2782.40,3796.00,440
PROD0530,StyleHub Product 0530,Electronics,PrimeLife,3012.29,4413.22,37
PROD0531,Zen Product 0531,Fashion,DailyChoice,1336.10,1888.45,36
PROD0532,DailyChoice Product 0532,Grocery,DailyChoice,3831.09,5803.41,121
PROD0533,UrbanX Product 0533,Accessories,Apex,2533.01,3078.55,271
PROD0534,Zen Product 0534,Grocery,Zen,308.72,542.01,256
PROD0535,Nova Product 0535,Home & Kitchen,Nova,968.08,1159.80,174
PROD0536,Nova Product 0536,Home & Kitchen,PrimeLife,4101.46,7561.50,435
PROD0537,TechPro Product 0537,Accessories,Apex,1790.72,3433.42,292
PROD0538,DailyChoice Product 0538,Grocery,TechPro,3889.88,6458.63,300
PROD0539,TechPro Product 0539,Accessories,TechPro,3350.55,6601.66,141
PROD0540,PrimeLife Product 0540,Books,Nova,1577.15,3415.73,440
PROD0541,Zen Product 0541,Grocery,HomeEase,722.47,1088.80,161
PROD0542,FitMax Product 0542,Sports,Zen,4054.03,7296.66,449
PROD0543,DailyChoice Product 0543,Books,TechPro,3251.13,4843.92,414
PROD0544,Apex Product 0544,Accessories,Nova,1573.91,2542.74,338
PROD0545,UrbanX Product 0545,Fashion,Zen,2664.05,3121.91,466
PROD0546,TechPro Product 0546,Grocery,HomeEase,3098.33,3804.96,427
PROD0547,Zen Product 0547,Beauty,Apex,110.38,219.37,22
PROD0548,FitMax Product 0548,Grocery,Apex,3385.52,4390.69,349
PROD0549,UrbanX Product 0549,Books,UrbanX,3314.78,6245.41,336
PROD0550,DailyChoice Product 0550,Sports,Nova,504.63,955.93,65
PROD0551,Apex Product 0551,Books,StyleHub,3959.99,8696.29,394
PROD0552,StyleHub Product 0552,Books,Apex,4142.94,7790.28,432
PROD0553,Apex Product 0553,Grocery,PrimeLife,1521.80,1955.79,461
PROD0554,PrimeLife Product 0554,Electronics,HomeEase,894.84,1617.75,488
PROD0555,UrbanX Product 0555,Grocery,PrimeLife,3463.76,5889.60,57
PROD0556,PrimeLife Product 0556,Grocery,HomeEase,704.42,1488.62,28
PROD0557,UrbanX Product 0557,Grocery,HomeEase,4304.41,8069.29,82
PROD0558,UrbanX Product 0558,Beauty,DailyChoice,2452.63,4155.74,475
PROD0559,UrbanX Product 0559,Home & Kitchen,FitMax,4558.06,8229.23,434
PROD0560,UrbanX Product 0560,Electronics,Nova,3246.63,5245.36,128
PROD0561,FitMax Product 0561,Grocery,StyleHub,1496.95,2520.61,132
PROD0562,Apex Product 0562,Grocery,DailyChoice,2393.38,4567.68,114
PROD0563,DailyChoice Product 0563,Sports,UrbanX,2693.80,3319.47,33
PROD0564,Apex Product 0564,Books,DailyChoice,4094.28,7353.75,124
PROD0565,Nova Product 0565,Home & Kitchen,HomeEase,4323.09,5371.99,77
PROD0566,FitMax Product 0566,Books,PrimeLife,3446.76,7058.38,274
PROD0567,PrimeLife Product 0567,Home & Kitchen,FitMax,1541.57,3298.32,343
PROD0568,Zen Product 0568,Home & Kitchen,StyleHub,2689.99,5297.16,167
PROD0569,Zen Product 0569,Beauty,FitMax,740.05,1409.01,80
PROD0570,UrbanX Product 0570,Sports,FitMax,1227.54,2628.08,449
PROD0571,HomeEase Product 0571,Sports,StyleHub,1584.99,2186.42,94
PROD0572,TechPro Product 0572,Books,Nova,456.52,634.69,208
PROD0573,TechPro Product 0573,Accessories,Zen,4436.44,7342.60,447
PROD0574,DailyChoice Product 0574,Grocery,Zen,700.96,811.60,71
PROD0575,Zen Product 0575,Beauty,Zen,3514.51,7603.02,493
PROD0576,FitMax Product 0576,Sports,FitMax,2577.74,3051.70,144
PROD0577,PrimeLife Product 0577,Home & Kitchen,Apex,4175.66,7415.63,37
PROD0578,DailyChoice Product 0578,Home & Kitchen,UrbanX,3731.08,5677.48,473
PROD0579,Nova Product 0579,Books,UrbanX,3822.72,4809.42,170
PROD0580,StyleHub Product 0580,Accessories,UrbanX,2149.90,2527.95,39
PROD0581,StyleHub Product 0581,Home & Kitchen,DailyChoice,4186.48,5967.99,172
PROD0582,UrbanX Product 0582,Sports,Apex,564.24,712.08,423
PROD0583,StyleHub Product 0583,Fashion,PrimeLife,2277.65,4868.12,198
PROD0584,StyleHub Product 0584,Electronics,HomeEase,4973.61,6997.87,375
PROD0585,DailyChoice Product 0585,Fashion,DailyChoice,4745.76,5926.69,343
PROD0586,HomeEase Product 0586,Beauty,DailyChoice,502.84,984.64,221
PROD0587,Zen Product 0587,Fashion,DailyChoice,2907.63,4608.49,89
PROD0588,Zen Product 0588,Accessories,Zen,1646.69,3352.41,285
PROD0589,DailyChoice Product 0589,Accessories,TechPro,3669.52,7450.42,162
PROD0590,PrimeLife Product 0590,Grocery,Apex,3705.36,8122.15,449
PROD0591,FitMax Product 0591,Accessories,Nova,100.46,200.32,427
PROD0592,TechPro Product 0592,Books,Zen,4244.51,5835.60,387
PROD0593,Nova Product 0593,Fashion,HomeEase,1195.56,2111.08,447
PROD0594,StyleHub Product 0594,Grocery,UrbanX,4832.94,8228.38,132
PROD0595,PrimeLife Product 0595,Books,StyleHub,4536.61,7637.83,431
PROD0596,TechPro Product 0596,Beauty,TechPro,1034.23,1511.68,321
PROD0597,PrimeLife Product 0597,Fashion,TechPro,3218.04,4410.80,350
PROD0598,HomeEase Product 0598,Electronics,DailyChoice,1552.12,2953.28,282
PROD0599,Zen Product 0599,Sports,Nova,604.62,759.92,151
PROD0600,Nova Product 0600,Grocery,HomeEase,4382.61,5268.32,311
PROD0601,Zen Product 0601,Beauty,UrbanX,986.05,1528.68,44
PROD0602,StyleHub Product 0602,Fashion,HomeEase,2162.74,4176.51,323
PROD0603,Zen Product 0603,Home & Kitchen,StyleHub,4628.53,9543.84,411
PROD0604,FitMax Product 0604,Home & Kitchen,PrimeLife,469.24,805.75,260
PROD0605,PrimeLife Product 0605,Beauty,TechPro,2797.86,5685.05,218
PROD0606,DailyChoice Product 0606,Home & Kitchen,UrbanX,2903.51,3416.14,107
PROD0607,UrbanX Product 0607,Electronics,StyleHub,3839.03,6250.47,46
PROD0608,Zen Product 0608,Grocery,DailyChoice,4152.94,5357.53,132
PROD0609,Zen Product 0609,Fashion,Apex,2178.30,3837.85,260
PROD0610,DailyChoice Product 0610,Electronics,Apex,3744.05,7926.29,175
PROD0611,Apex Product 0611,Electronics,DailyChoice,4561.15,5279.76,120
PROD0612,HomeEase Product 0612,Sports,FitMax,4442.70,8226.25,328
PROD0613,UrbanX Product 0613,Fashion,Nova,2558.91,5071.68,302
PROD0614,Apex Product 0614,Beauty,UrbanX,3074.44,5938.91,189
PROD0615,HomeEase Product 0615,Home & Kitchen,StyleHub,3396.76,3976.78,410
PROD0616,Apex Product 0616,Grocery,PrimeLife,4113.63,5481.73,259
PROD0617,TechPro Product 0617,Sports,HomeEase,2587.89,3232.58,176
PROD0618,FitMax Product 0618,Electronics,Nova,648.31,803.73,471
PROD0619,UrbanX Product 0619,Home & Kitchen,FitMax,1987.98,3810.35,346
PROD0620,Nova Product 0620,Fashion,UrbanX,3628.99,5791.97,64
PROD0621,UrbanX Product 0621,Electronics,Nova,3156.61,6032.48,351
PROD0622,TechPro Product 0622,Electronics,UrbanX,3792.11,5797.34,335
PROD0623,Nova Product 0623,Fashion,FitMax,2549.77,3245.61,342
PROD0624,DailyChoice Product 0624,Beauty,Zen,954.58,1817.88,219
PROD0625,Nova Product 0625,Sports,Apex,664.52,1201.03,316
PROD0626,Apex Product 0626,Accessories,DailyChoice,2458.18,3118.51,147
PROD0627,FitMax Product 0627,Fashion,PrimeLife,1108.05,2349.71,464
PROD0628,DailyChoice Product 0628,Home & Kitchen,FitMax,4913.11,7243.73,99
PROD0629,DailyChoice Product 0629,Home & Kitchen,TechPro,1073.89,1973.24,118
PROD0630,FitMax Product 0630,Accessories,StyleHub,2877.24,3405.44,108
PROD0631,HomeEase Product 0631,Electronics,Zen,108.66,175.51,391
PROD0632,HomeEase Product 0632,Grocery,Zen,1342.86,2904.05,81
PROD0633,DailyChoice Product 0633,Books,FitMax,1369.78,2850.28,12
PROD0634,UrbanX Product 0634,Sports,PrimeLife,3716.14,5137.25,456
PROD0635,PrimeLife Product 0635,Beauty,PrimeLife,2528.57,5241.95,420
PROD0636,HomeEase Product 0636,Beauty,Nova,159.25,232.14,477
PROD0637,FitMax Product 0637,Accessories,FitMax,1957.94,4003.69,298
PROD0638,StyleHub Product 0638,Accessories,UrbanX,3259.43,6244.05,91
PROD0639,FitMax Product 0639,Books,StyleHub,3219.86,4893.08,237
PROD0640,Apex Product 0640,Home & Kitchen,StyleHub,364.05,766.81,183
PROD0641,DailyChoice Product 0641,Beauty,StyleHub,4651.67,7719.65,177
PROD0642,HomeEase Product 0642,Grocery,TechPro,1310.26,1943.87,209
PROD0643,Zen Product 0643,Home & Kitchen,StyleHub,4468.48,6451.01,275
PROD0644,UrbanX Product 0644,Accessories,Zen,1145.73,2447.30,303
PROD0645,HomeEase Product 0645,Sports,FitMax,2882.47,5610.76,355
PROD0646,TechPro Product 0646,Accessories,DailyChoice,2089.79,3171.03,274
PROD0647,Apex Product 0647,Books,StyleHub,2948.61,4177.82,324
PROD0648,Apex Product 0648,Electronics,HomeEase,2539.53,3484.74,481
PROD0649,Nova Product 0649,Accessories,Apex,110.03,154.78,272
PROD0650,Zen Product 0650,Grocery,Zen,1821.53,2307.02,411
PROD0651,Apex Product 0651,Home & Kitchen,Zen,154.96,257.07,35
PROD0652,Zen Product 0652,Sports,StyleHub,3448.50,4114.49,421
PROD0653,DailyChoice Product 0653,Books,Zen,4282.13,4976.22,477
PROD0654,FitMax Product 0654,Home & Kitchen,UrbanX,1985.10,3571.15,337
PROD0655,FitMax Product 0655,Fashion,Apex,2671.53,3320.45,69
PROD0656,PrimeLife Product 0656,Home & Kitchen,FitMax,422.60,861.03,115
PROD0657,DailyChoice Product 0657,Sports,HomeEase,1987.47,2508.32,409
PROD0658,DailyChoice Product 0658,Beauty,HomeEase,780.42,1342.17,462
PROD0659,Zen Product 0659,Home & Kitchen,Nova,417.04,775.39,0
PROD0660,StyleHub Product 0660,Electronics,UrbanX,942.96,1311.29,80
PROD0661,HomeEase Product 0661,Sports,PrimeLife,4367.14,9095.34,478
PROD0662,DailyChoice Product 0662,Accessories,StyleHub,4912.80,8132.93,385
PROD0663,HomeEase Product 0663,Beauty,Zen,4408.15,6528.85,419
PROD0664,PrimeLife Product 0664,Sports,HomeEase,4851.39,10169.41,439
PROD0665,HomeEase Product 0665,Home & Kitchen,Apex,3680.95,7550.58,34
PROD0666,UrbanX Product 0666,Fashion,DailyChoice,882.56,1672.55,382
PROD0667,UrbanX Product 0667,Fashion,Zen,2859.54,4160.65,282
PROD0668,StyleHub Product 0668,Accessories,StyleHub,3684.82,5747.28,194
PROD0669,FitMax Product 0669,Grocery,DailyChoice,2615.97,4902.90,183
PROD0670,StyleHub Product 0670,Electronics,PrimeLife,2817.87,3788.76,45
PROD0671,Apex Product 0671,Books,FitMax,2972.33,4963.40,147
PROD0672,TechPro Product 0672,Books,DailyChoice,2387.55,4595.10,263
PROD0673,FitMax Product 0673,Grocery,UrbanX,1523.88,2804.85,92
PROD0674,DailyChoice Product 0674,Electronics,TechPro,3221.42,6139.80,327
PROD0675,StyleHub Product 0675,Beauty,UrbanX,362.19,755.71,488
PROD0676,Nova Product 0676,Fashion,StyleHub,937.54,2031.37,113
PROD0677,TechPro Product 0677,Home & Kitchen,TechPro,4633.78,7559.10,346
PROD0678,TechPro Product 0678,Accessories,HomeEase,2495.20,3026.63,281
PROD0679,Zen Product 0679,Grocery,FitMax,4126.25,8360.06,102
PROD0680,PrimeLife Product 0680,Sports,HomeEase,3660.05,4662.41,201
PROD0681,TechPro Product 0681,Grocery,TechPro,1671.47,2307.32,61
PROD0682,DailyChoice Product 0682,Accessories,HomeEase,4037.88,7412.84,93
PROD0683,Nova Product 0683,Sports,Nova,547.48,1058.29,416
PROD0684,UrbanX Product 0684,Fashion,HomeEase,4387.39,8245.57,316
PROD0685,StyleHub Product 0685,Accessories,Zen,3434.74,5531.36,227
PROD0686,DailyChoice Product 0686,Grocery,FitMax,4642.65,9814.42,403
PROD0687,StyleHub Product 0687,Fashion,TechPro,4488.00,9082.84,67
PROD0688,Nova Product 0688,Sports,DailyChoice,1963.28,3625.92,470
PROD0689,StyleHub Product 0689,Beauty,HomeEase,4298.48,6934.00,284
PROD0690,HomeEase Product 0690,Sports,HomeEase,2858.78,4679.87,301
PROD0691,Nova Product 0691,Electronics,TechPro,869.86,1161.06,479
PROD0692,Nova Product 0692,Grocery,FitMax,4164.80,8199.20,164
PROD0693,UrbanX Product 0693,Home & Kitchen,Apex,4548.81,9367.19,100
PROD0694,HomeEase Product 0694,Grocery,Nova,514.28,1038.15,242
PROD0695,TechPro Product 0695,Fashion,StyleHub,4659.71,8035.45,89
PROD0696,TechPro Product 0696,Books,FitMax,3046.20,6183.29,436
PROD0697,HomeEase Product 0697,Grocery,HomeEase,226.90,449.25,388
PROD0698,DailyChoice Product 0698,Fashion,StyleHub,2754.79,5575.63,87
PROD0699,Nova Product 0699,Beauty,StyleHub,4004.07,8733.00,126
PROD0700,UrbanX Product 0700,Electronics,TechPro,2712.59,5426.54,106
PROD0701,FitMax Product 0701,Grocery,TechPro,3565.51,5113.74,321
PROD0702,FitMax Product 0702,Sports,Nova,4409.96,8872.43,398
PROD0703,HomeEase Product 0703,Electronics,UrbanX,4361.83,6736.48,301
PROD0704,HomeEase Product 0704,Electronics,PrimeLife,976.46,1652.17,493
PROD0705,FitMax Product 0705,Beauty,Apex,2192.94,4355.66,487
PROD0706,UrbanX Product 0706,Beauty,Zen,644.71,955.82,243
PROD0707,UrbanX Product 0707,Books,DailyChoice,3015.98,3550.98,184
PROD0708,Nova Product 0708,Sports,Apex,4778.16,9097.86,263
PROD0709,HomeEase Product 0709,Books,HomeEase,991.05,2078.51,420
PROD0710,HomeEase Product 0710,Sports,StyleHub,2077.79,4413.81,100
PROD0711,HomeEase Product 0711,Home & Kitchen,TechPro,4774.73,9496.25,440
PROD0712,UrbanX Product 0712,Electronics,FitMax,3775.58,8049.16,252
PROD0713,StyleHub Product 0713,Sports,HomeEase,448.73,902.71,141
PROD0714,PrimeLife Product 0714,Beauty,Nova,2199.24,2598.63,388
PROD0715,Nova Product 0715,Home & Kitchen,HomeEase,4940.64,7495.63,252
PROD0716,Nova Product 0716,Books,UrbanX,2320.89,3488.09,72
PROD0717,DailyChoice Product 0717,Home & Kitchen,TechPro,3184.07,4394.41,213
PROD0718,PrimeLife Product 0718,Beauty,TechPro,3534.79,7026.58,378
PROD0719,FitMax Product 0719,Accessories,Zen,3353.26,5687.45,298
PROD0720,Zen Product 0720,Sports,Zen,2641.72,5357.68,432
PROD0721,StyleHub Product 0721,Accessories,Apex,750.70,1337.31,378
