Order_Item_ID,Order_ID,Product_ID,Quantity,Unit_Price,Discount_Rate,Gross_Amount,Discount_Amount,Net_Amount,Unit_Cost,Profit,PROFIT MARGIN
ITEM0047596,ORD021399,PROD0218,4,5988.64,0.05,23954.56,1197.73,22756.83,3714.78,7897.71,34.70%
ITEM0047597,ORD021400,PROD0099,3,1383.48,0.00,4150.44,0.00,4150.44,970.72,1238.28,29.83%
ITEM0047598,ORD021400,PROD0406,3,3129.09,0.05,9387.27,469.36,8917.91,2235.03,2212.82,24.81%
ITEM0047599,ORD021400,PROD0595,1,7637.83,0.10,7637.83,763.78,6874.05,4536.61,2337.44,34.00%
ITEM0047600,ORD021400,PROD0014,3,4373.99,0.05,13121.97,656.10,12465.87,1992.05,6489.72,52.06%
ITEM0047601,ORD021400,PROD0134,1,6513.70,0.15,6513.70,977.06,5536.64,3908.63,1628.01,29.40%
ITEM0047602,ORD021401,PROD0043,3,4609.44,0.15,13828.32,2074.25,11754.07,2616.49,3904.60,33.22%
ITEM0047603,ORD021402,PROD0722,1,6321.58,0.05,6321.58,316.08,6005.50,3571.23,2434.27,40.53%
ITEM0047604,ORD021402,PROD0058,1,953.70,0.10,953.70,95.37,858.33,751.75,106.58,12.42%
ITEM0047605,ORD021403,PROD0246,4,3239.46,0.10,12957.84,1295.78,11662.06,2537.48,1512.14,12.97%
ITEM0047606,ORD021404,PROD0457,3,5565.85,0.10,16697.55,1669.76,15027.79,3436.99,4716.82,31.39%
ITEM0047607,ORD021405,PROD0507,2,5188.86,0.00,10377.72,0.00,10377.72,3075.11,4227.50,40.74%
ITEM0047608,ORD021405,PROD0499,1,2764.27,0.10,2764.27,276.43,2487.84,1658.58,829.26,33.33%
ITEM0047609,ORD021406,PROD0401,2,2055.90,0.00,4111.80,0.00,4111.80,1461.13,1189.54,28.93%
ITEM0047610,ORD021407,PROD0448,3,2330.72,0.10,6992.16,699.22,6292.94,1115.19,2947.37,46.84%
ITEM0047611,ORD021408,PROD0878,1,1930.65,0.10,1930.65,193.07,1737.58,1437.84,299.74,17.25%
ITEM0047612,ORD021409,PROD0947,2,962.03,0.00,1924.06,0.00,1924.06,700.56,522.94,27.18%
ITEM0047613,ORD021409,PROD0423,1,792.57,0.00,792.57,0.00,792.57,655.38,137.19,17.31%
ITEM0047614,ORD021409,PROD0135,4,2429.57,0.00,9718.28,0.00,9718.28,1287.82,4567.00,46.99%
ITEM0047615,ORD021409,PROD0532,1,5803.41,0.15,5803.41,870.51,4932.90,3831.09,1101.81,22.34%
ITEM0047616,ORD021410,PROD0456,1,1818.31,0.10,1818.31,181.83,1636.48,827.34,809.14,49.44%
ITEM0047617,ORD021410,PROD0157,4,3513.35,0.15,14053.40,2108.01,11945.39,1714.81,5086.15,42.58%
ITEM0047618,ORD021410,PROD0615,3,3976.78,0.10,11930.34,1193.03,10737.31,3396.76,547.03,5.09%
ITEM0047619,ORD021410,PROD0811,3,2212.72,0.05,6638.16,331.91,6306.25,1405.72,2089.09,33.13%
ITEM0047620,ORD021410,PROD0744,4,6758.18,0.00,27032.72,0.00,27032.72,3682.59,12302.36,45.51%
ITEM0047621,ORD021411,PROD0031,3,6034.81,0.00,18104.43,0.00,18104.43,4269.54,5295.81,29.25%
ITEM0047622,ORD021412,PROD0891,4,7277.10,0.05,29108.40,1455.42,27652.98,3339.77,14293.90,51.69%
ITEM0047623,ORD021413,PROD0568,1,5297.16,0.10,5297.16,529.72,4767.44,2689.99,2077.45,43.58%
ITEM0047624,ORD021413,PROD0986,4,4207.04,0.00,16828.16,0.00,16828.16,2600.82,6424.88,38.18%
ITEM0047625,ORD021413,PROD0212,4,2630.39,0.00,10521.56,0.00,10521.56,1929.39,2804.00,26.65%
ITEM0047626,ORD021413,PROD0840,1,4814.81,0.05,4814.81,240.74,4574.07,2531.39,2042.68,44.66%
ITEM0047627,ORD021414,PROD0001,3,7643.35,0.15,22930.05,3439.51,19490.54,4398.99,6293.57,32.29%
ITEM0047628,ORD021415,PROD0811,1,2212.72,0.15,2212.72,331.91,1880.81,1405.72,475.09,25.26%
ITEM0047629,ORD021416,PROD0175,3,540.02,0.10,1620.06,162.01,1458.05,317.84,504.53,34.60%
ITEM0047630,ORD021416,PROD0719,4,5687.45,0.00,22749.80,0.00,22749.80,3353.26,9336.76,41.04%
ITEM0047631,ORD021417,PROD0533,4,3078.55,0.05,12314.20,615.71,11698.49,2533.01,1566.45,13.39%
ITEM0047632,ORD021417,PROD0916,3,2304.24,0.00,6912.72,0.00,6912.72,1711.47,1778.31,25.73%
ITEM0047633,ORD021417,PROD0899,4,2704.19,0.05,10816.76,540.84,10275.92,2014.60,2217.52,21.58%
ITEM0047634,ORD021417,PROD0224,2,8253.14,0.00,16506.28,0.00,16506.28,4758.29,6989.70,42.35%
ITEM0047635,ORD021418,PROD0492,4,623.90,0.20,2495.60,499.12,1996.48,502.81,-14.76,-0.74%
ITEM0047636,ORD021418,PROD0799,4,2722.81,0.10,10891.24,1089.12,9802.12,2044.42,1624.44,16.57%
ITEM0047637,ORD021418,PROD0401,4,2055.90,0.05,8223.60,411.18,7812.42,1461.13,1967.90,25.19%
ITEM0047638,ORD021419,PROD0870,2,6215.89,0.20,12431.78,2486.36,9945.42,3069.90,3805.62,38.27%
ITEM0047639,ORD021420,PROD0481,3,6676.07,0.00,20028.21,0.00,20028.21,3456.58,9658.47,48.22%
ITEM0047640,ORD021420,PROD0579,1,4809.42,0.05,4809.42,240.47,4568.95,3822.72,746.23,16.33%
ITEM0047641,ORD021420,PROD0984,1,1642.53,0.00,1642.53,0.00,1642.53,766.51,876.02,53.33%
ITEM0047642,ORD021420,PROD0258,4,2865.20,0.10,11460.80,1146.08,10314.72,1543.01,4142.68,40.16%
ITEM0047643,ORD021421,PROD0438,2,4501.32,0.10,9002.64,900.26,8102.38,2914.18,2274.02,28.07%
ITEM0047644,ORD021421,PROD0561,1,2520.61,0.00,2520.61,0.00,2520.61,1496.95,1023.66,40.61%
ITEM0047645,ORD021421,PROD0578,3,5677.48,0.00,17032.44,0.00,17032.44,3731.08,5839.20,34.28%
ITEM0047646,ORD021421,PROD0296,1,1994.47,0.10,1994.47,199.45,1795.02,1047.18,747.84,41.66%
ITEM0047647,ORD021422,PROD0008,3,1918.65,0.10,5755.95,575.60,5180.35,1044.41,2047.12,39.52%
ITEM0047648,ORD021422,PROD0616,2,5481.73,0.00,10963.46,0.00,10963.46,4113.63,2736.20,24.96%
ITEM0047649,ORD021422,PROD0533,3,3078.55,0.05,9235.65,461.78,8773.87,2533.01,1174.84,13.39%
ITEM0047650,ORD021422,PROD0872,3,3660.09,0.10,10980.27,1098.03,9882.24,2463.08,2493.00,25.23%
ITEM0047651,ORD021422,PROD0009,4,2580.85,0.20,10323.40,2064.68,8258.72,1732.70,1327.92,16.08%
ITEM0047652,ORD021423,PROD0651,4,257.07,0.00,1028.28,0.00,1028.28,154.96,408.44,39.72%
ITEM0047653,ORD021424,PROD0551,1,8696.29,0.15,8696.29,1304.44,7391.85,3959.99,3431.86,46.43%
ITEM0047654,ORD021424,PROD0245,4,1238.11,0.05,4952.44,247.62,4704.82,706.08,1880.50,39.97%
ITEM0047655,ORD021424,PROD0248,2,938.51,0.00,1877.02,0.00,1877.02,472.47,932.08,49.66%
ITEM0047656,ORD021424,PROD0021,2,612.73,0.10,1225.46,122.55,1102.91,507.39,88.13,7.99%
ITEM0047657,ORD021424,PROD0881,4,3818.95,0.00,15275.80,0.00,15275.80,2182.45,6546.00,42.85%
ITEM0047658,ORD021425,PROD0296,4,1994.47,0.10,7977.88,797.79,7180.09,1047.18,2991.37,41.66%
ITEM0047659,ORD021426,PROD0099,1,1383.48,0.00,1383.48,0.00,1383.48,970.72,412.76,29.83%
ITEM0047660,ORD021426,PROD0903,4,917.07,0.05,3668.28,183.41,3484.87,456.45,1659.07,47.61%
ITEM0047661,ORD021426,PROD0330,2,489.30,0.10,978.60,97.86,880.74,297.37,286.00,32.47%
ITEM0047662,ORD021427,PROD0292,3,2084.79,0.10,6254.37,625.44,5628.93,1084.91,2374.20,42.18%
ITEM0047663,ORD021427,PROD0124,2,7507.96,0.10,15015.92,1501.59,13514.33,4774.43,3965.47,29.34%
ITEM0047664,ORD021427,PROD0384,3,316.49,0.10,949.47,94.95,854.52,253.73,93.33,10.92%
ITEM0047665,ORD021428,PROD0766,2,2414.20,0.10,4828.40,482.84,4345.56,1432.36,1480.84,34.08%
ITEM0047666,ORD021428,PROD0807,1,1452.69,0.10,1452.69,145.27,1307.42,885.68,421.74,32.26%
ITEM0047667,ORD021428,PROD0444,4,2788.37,0.10,11153.48,1115.35,10038.13,1316.59,4771.77,47.54%
ITEM0047668,ORD021429,PROD0823,4,1049.02,0.00,4196.08,0.00,4196.08,858.48,762.16,18.16%
ITEM0047669,ORD021429,PROD0659,1,775.39,0.00,775.39,0.00,775.39,417.04,358.35,46.22%
ITEM0047670,ORD021429,PROD0608,1,5357.53,0.20,5357.53,1071.51,4286.02,4152.94,133.08,3.10%
ITEM0047671,ORD021429,PROD0083,3,1779.54,0.10,5338.62,533.86,4804.76,949.33,1956.77,40.73%
ITEM0047672,ORD021429,PROD0653,4,4976.22,0.05,19904.88,995.24,18909.64,4282.13,1781.12,9.42%
ITEM0047673,ORD021430,PROD0445,2,801.72,0.00,1603.44,0.00,1603.44,560.52,482.40,30.09%
ITEM0047674,ORD021430,PROD0314,3,852.15,0.10,2556.45,255.64,2300.81,473.85,879.26,38.22%
ITEM0047675,ORD021431,PROD0490,4,907.01,0.10,3628.04,362.80,3265.24,776.88,157.72,4.83%
ITEM0047676,ORD021431,PROD0240,2,5304.76,0.10,10609.52,1060.95,9548.57,3374.66,2799.25,29.32%
ITEM0047677,ORD021431,PROD0648,3,3484.74,0.10,10454.22,1045.42,9408.80,2539.53,1790.21,19.03%
ITEM0047678,ORD021432,PROD0701,3,5113.74,0.00,15341.22,0.00,15341.22,3565.51,4644.69,30.28%
ITEM0047679,ORD021432,PROD0928,4,6485.24,0.10,25940.96,2594.10,23346.86,3118.57,10872.58,46.57%
ITEM0047680,ORD021432,PROD0174,3,356.89,0.00,1070.67,0.00,1070.67,197.15,479.22,44.76%
ITEM0047681,ORD021433,PROD0215,4,5994.10,0.00,23976.40,0.00,23976.40,3900.34,8375.04,34.93%
ITEM0047682,ORD021433,PROD0590,2,8122.15,0.20,16244.30,3248.86,12995.44,3705.36,5584.72,42.97%
ITEM0047683,ORD021433,PROD0585,2,5926.69,0.15,11853.38,1778.01,10075.37,4745.76,583.85,5.79%
ITEM0047684,ORD021433,PROD0077,3,1402.74,0.10,4208.22,420.82,3787.40,988.25,822.65,21.72%
ITEM0047685,ORD021434,PROD0271,1,6382.13,0.00,6382.13,0.00,6382.13,3493.29,2888.84,45.26%
ITEM0047686,ORD021435,PROD0167,1,1502.46,0.20,1502.46,300.49,1201.97,1162.54,39.43,3.28%
ITEM0047687,ORD021436,PROD0580,4,2527.95,0.00,10111.80,0.00,10111.80,2149.90,1512.20,14.95%
ITEM0047688,ORD021436,PROD0991,4,4381.99,0.10,17527.96,1752.80,15775.16,3694.49,997.20,6.32%
ITEM0047689,ORD021437,PROD0428,3,5034.69,0.10,15104.07,1510.41,13593.66,3832.64,2095.74,15.42%
ITEM0047690,ORD021437,PROD0276,2,6583.45,0.20,13166.90,2633.38,10533.52,4019.22,2495.08,23.69%
ITEM0047691,ORD021437,PROD0117,3,2289.94,0.05,6869.82,343.49,6526.33,1141.62,3101.47,47.52%
ITEM0047692,ORD021438,PROD0183,2,7633.77,0.10,15267.54,1526.75,13740.79,4574.39,4592.01,33.42%
ITEM0047693,ORD021438,PROD0403,1,4803.01,0.15,4803.01,720.45,4082.56,4149.16,-66.60,-1.63%
ITEM0047694,ORD021439,PROD0637,2,4003.69,0.05,8007.38,400.37,7607.01,1957.94,3691.13,48.52%
ITEM0047695,ORD021439,PROD0403,2,4803.01,0.15,9606.02,1440.90,8165.12,4149.16,-133.20,-1.63%
ITEM0047696,ORD021440,PROD0787,2,5858.93,0.10,11717.86,1171.79,10546.07,3827.46,2891.15,27.41%
ITEM0047697,ORD021440,PROD0783,2,2556.23,0.05,5112.46,255.62,4856.84,2112.10,632.64,13.03%
ITEM0047698,ORD021440,PROD0785,3,1977.72,0.05,5933.16,296.66,5636.50,1431.24,1342.78,23.82%
ITEM0047699,ORD021440,PROD0166,4,5944.39,0.10,23777.56,2377.76,21399.80,2888.36,9846.36,46.01%
ITEM0047700,ORD021441,PROD0036,3,5924.32,0.00,17772.96,0.00,17772.96,2884.89,9118.29,51.30%
ITEM0047701,ORD021441,PROD0551,3,8696.29,0.05,26088.87,1304.44,24784.43,3959.99,12904.46,52.07%
ITEM0047702,ORD021441,PROD0659,3,775.39,0.00,2326.17,0.00,2326.17,417.04,1075.05,46.22%
ITEM0047703,ORD021442,PROD0172,3,7208.44,0.10,21625.32,2162.53,19462.79,4796.52,5073.23,26.07%
ITEM0047704,ORD021443,PROD0318,1,6397.20,0.00,6397.20,0.00,6397.20,3802.53,2594.67,40.56%
ITEM0047705,ORD021443,PROD0811,3,2212.72,0.10,6638.16,663.82,5974.34,1405.72,1757.18,29.41%
ITEM0047706,ORD021444,PROD0436,1,1243.60,0.15,1243.60,186.54,1057.06,711.50,345.56,32.69%
ITEM0047707,ORD021445,PROD0011,4,8258.91,0.20,33035.64,6607.13,26428.51,4268.10,9356.11,35.40%
ITEM0047708,ORD021445,PROD0189,3,3081.28,0.10,9243.84,924.38,8319.46,1963.47,2429.05,29.20%
ITEM0047709,ORD021445,PROD0153,4,1750.12,0.00,7000.48,0.00,7000.48,866.85,3533.08,50.47%
ITEM0047710,ORD021446,PROD0458,1,6997.43,0.10,6997.43,699.74,6297.69,4537.34,1760.35,27.95%
ITEM0047711,ORD021446,PROD0443,1,7750.00,0.15,7750.00,1162.50,6587.50,4447.01,2140.49,32.49%
ITEM0047712,ORD021446,PROD0418,4,7625.68,0.00,30502.72,0.00,30502.72,4442.63,12732.20,41.74%
ITEM0047713,ORD021447,PROD0129,4,4828.95,0.10,19315.80,1931.58,17384.22,3282.73,4253.30,24.47%
ITEM0047714,ORD021447,PROD0144,2,5520.81,0.20,11041.62,2208.32,8833.30,4678.04,-522.78,-5.92%
ITEM0047715,ORD021447,PROD0932,3,531.28,0.10,1593.84,159.38,1434.46,319.98,474.52,33.08%
ITEM0047716,ORD021448,PROD0440,4,6709.90,0.10,26839.60,2683.96,24155.64,3793.54,8981.48,37.18%
ITEM0047717,ORD021448,PROD0130,2,8053.64,0.10,16107.28,1610.73,14496.55,4119.94,6256.67,43.16%
ITEM0047718,ORD021448,PROD0053,4,7143.37,0.10,28573.48,2857.35,25716.13,4599.96,7316.29,28.45%
ITEM0047719,ORD021448,PROD0058,3,953.70,0.00,2861.10,0.00,2861.10,751.75,605.85,21.18%
ITEM0047720,ORD021449,PROD0075,2,7345.98,0.00,14691.96,0.00,14691.96,3738.10,7215.76,49.11%
ITEM0047721,ORD021450,PROD0010,1,8119.32,0.20,8119.32,1623.86,6495.46,3813.71,2681.75,41.29%
ITEM0047722,ORD021450,PROD0513,2,2500.50,0.10,5001.00,500.10,4500.90,1678.35,1144.20,25.42%
ITEM0047723,ORD021451,PROD0754,4,5983.70,0.00,23934.80,0.00,23934.80,3281.60,10808.40,45.16%
ITEM0047724,ORD021451,PROD0563,3,3319.47,0.05,9958.41,497.92,9460.49,2693.80,1379.09,14.58%
ITEM0047725,ORD021451,PROD0388,1,2029.10,0.10,2029.10,202.91,1826.19,1376.83,449.36,24.61%
ITEM0047726,ORD021451,PROD0238,1,2553.74,0.00,2553.74,0.00,2553.74,1306.99,1246.75,48.82%
ITEM0047727,ORD021452,PROD0502,2,3676.55,0.05,7353.10,367.66,6985.44,1914.93,3155.58,45.17%
ITEM0047728,ORD021452,PROD0413,1,3521.37,0.00,3521.37,0.00,3521.37,2086.55,1434.82,40.75%
ITEM0047729,ORD021453,PROD0057,2,6625.83,0.10,13251.66,1325.17,11926.49,3263.55,5399.39,45.27%
ITEM0047730,ORD021453,PROD0040,2,7857.25,0.05,15714.50,785.72,14928.78,4962.37,5004.04,33.52%
ITEM0047731,ORD021453,PROD0130,3,8053.64,0.00,24160.92,0.00,24160.92,4119.94,11801.10,48.84%
ITEM0047732,ORD021453,PROD0174,1,356.89,0.00,356.89,0.00,356.89,197.15,159.74,44.76%
ITEM0047733,ORD021454,PROD0720,4,5357.68,0.15,21430.72,3214.61,18216.11,2641.72,7649.23,41.99%
ITEM0047734,ORD021454,PROD0900,3,2118.16,0.10,6354.48,635.45,5719.03,1228.37,2033.92,35.56%
ITEM0047735,ORD021455,PROD0660,3,1311.29,0.00,3933.87,0.00,3933.87,942.96,1104.99,28.09%
ITEM0047736,ORD021455,PROD0714,4,2598.63,0.00,10394.52,0.00,10394.52,2199.24,1597.56,15.37%
ITEM0047737,ORD021455,PROD0369,1,5458.07,0.20,5458.07,1091.61,4366.46,2768.00,1598.46,36.61%
ITEM0047738,ORD021456,PROD0259,2,5978.61,0.05,11957.22,597.86,11359.36,3256.93,4845.50,42.66%
ITEM0047739,ORD021457,PROD0208,2,9228.90,0.15,18457.80,2768.67,15689.13,4573.91,6541.31,41.69%
ITEM0047740,ORD021457,PROD0634,3,5137.25,0.05,15411.75,770.59,14641.16,3716.14,3492.74,23.86%
ITEM0047741,ORD021457,PROD0896,4,10571.25,0.10,42285.00,4228.50,38056.50,4848.92,18660.82,49.03%
ITEM0047742,ORD021457,PROD0312,1,3424.09,0.05,3424.09,171.20,3252.89,1881.34,1371.55,42.16%
ITEM0047743,ORD021458,PROD0036,4,5924.32,0.20,23697.28,4739.46,18957.82,2884.89,7418.26,39.13%
ITEM0047744,ORD021458,PROD0578,1,5677.48,0.15,5677.48,851.62,4825.86,3731.08,1094.78,22.69%
ITEM0047745,ORD021458,PROD0314,1,852.15,0.05,852.15,42.61,809.54,473.85,335.69,41.47%
ITEM0047746,ORD021458,PROD0752,4,1069.28,0.20,4277.12,855.42,3421.70,552.46,1211.86,35.42%
ITEM0047747,ORD021459,PROD0180,3,2957.39,0.05,8872.17,443.61,8428.56,1498.91,3931.83,46.65%
ITEM0047748,ORD021459,PROD0069,1,4880.03,0.20,4880.03,976.01,3904.02,3997.82,-93.80,-2.40%
ITEM0047749,ORD021460,PROD0351,1,4983.39,0.05,4983.39,249.17,4734.22,2909.35,1824.87,38.55%
ITEM0047750,ORD021460,PROD0438,4,4501.32,0.05,18005.28,900.26,17105.02,2914.18,5448.30,31.85%
ITEM0047751,ORD021460,PROD0789,2,768.72,0.15,1537.44,230.62,1306.82,359.41,588.00,44.99%
ITEM0047752,ORD021461,PROD0603,3,9543.84,0.10,28631.52,2863.15,25768.37,4628.53,11882.78,46.11%
ITEM0047753,ORD021461,PROD0384,4,316.49,0.15,1265.96,189.89,1076.07,253.73,61.15,5.68%
ITEM0047754,ORD021461,PROD0901,3,4042.14,0.05,12126.42,606.32,11520.10,2718.83,3363.61,29.20%
ITEM0047755,ORD021461,PROD0399,3,4393.84,0.10,13181.52,1318.15,11863.37,3315.40,1917.17,16.16%
ITEM0047756,ORD021462,PROD0889,1,6695.28,0.15,6695.28,1004.29,5690.99,4415.20,1275.79,22.42%
ITEM0047757,ORD021462,PROD0341,4,1027.27,0.00,4109.08,0.00,4109.08,766.58,1042.76,25.38%
ITEM0047758,ORD021462,PROD0893,4,4119.11,0.00,16476.44,0.00,16476.44,2629.03,5960.32,36.17%
ITEM0047759,ORD021463,PROD0983,1,4877.78,0.05,4877.78,243.89,4633.89,3158.50,1475.39,31.84%
ITEM0047760,ORD021463,PROD0667,1,4160.65,0.00,4160.65,0.00,4160.65,2859.54,1301.11,31.27%
ITEM0047761,ORD021463,PROD0128,3,8889.37,0.10,26668.11,2666.81,24001.30,4605.25,10185.55,42.44%
ITEM0047762,ORD021463,PROD0698,1,5575.63,0.10,5575.63,557.56,5018.07,2754.79,2263.28,45.10%
ITEM0047763,ORD021464,PROD0305,4,3751.10,0.00,15004.40,0.00,15004.40,3061.83,2757.08,18.38%
ITEM0047764,ORD021464,PROD0126,2,6119.09,0.00,12238.18,0.00,12238.18,2785.65,6666.88,54.48%
ITEM0047765,ORD021465,PROD0279,1,5707.75,0.00,5707.75,0.00,5707.75,2772.71,2935.04,51.42%
ITEM0047766,ORD021465,PROD0374,4,5643.83,0.00,22575.32,0.00,22575.32,2766.83,11508.00,50.98%
ITEM0047767,ORD021465,PROD0253,3,6519.83,0.05,19559.49,977.97,18581.52,4092.48,6304.08,33.93%
ITEM0047768,ORD021465,PROD0431,1,6793.44,0.20,6793.44,1358.69,5434.75,3337.00,2097.75,38.60%
ITEM0047769,ORD021465,PROD0933,3,3969.34,0.10,11908.02,1190.80,10717.22,2315.16,3771.74,35.19%
ITEM0047770,ORD021466,PROD0535,2,1159.80,0.00,2319.60,0.00,2319.60,968.08,383.44,16.53%
ITEM0047771,ORD021466,PROD0463,2,566.63,0.00,1133.26,0.00,1133.26,378.03,377.20,33.28%
ITEM0047772,ORD021466,PROD0697,2,449.25,0.15,898.50,134.78,763.72,226.90,309.92,40.58%
ITEM0047773,ORD021467,PROD0320,4,3106.78,0.05,12427.12,621.36,11805.76,2538.44,1652.00,13.99%
ITEM0047774,ORD021468,PROD0860,1,6776.77,0.10,6776.77,677.68,6099.09,3820.80,2278.29,37.35%
ITEM0047775,ORD021469,PROD0961,1,1264.82,0.15,1264.82,189.72,1075.10,1081.32,-6.22,-0.58%
ITEM0047776,ORD021470,PROD0011,4,8258.91,0.15,33035.64,4955.35,28080.29,4268.10,11007.89,39.20%
ITEM0047777,ORD021470,PROD0093,2,6690.76,0.10,13381.52,1338.15,12043.37,3147.10,5749.17,47.74%
ITEM0047778,ORD021470,PROD0759,4,8591.86,0.05,34367.44,1718.37,32649.07,4303.31,15435.83,47.28%
ITEM0047779,ORD021470,PROD0685,2,5531.36,0.15,11062.72,1659.41,9403.31,3434.74,2533.83,26.95%
ITEM0047780,ORD021471,PROD0611,2,5279.76,0.00,10559.52,0.00,10559.52,4561.15,1437.22,13.61%
ITEM0047781,ORD021471,PROD0770,1,4583.88,0.10,4583.88,458.39,4125.49,2838.53,1286.96,31.20%
ITEM0047782,ORD021471,PROD0789,2,768.72,0.10,1537.44,153.74,1383.70,359.41,664.88,48.05%
ITEM0047783,ORD021471,PROD0264,2,1486.39,0.10,2972.78,297.28,2675.50,953.52,768.46,28.72%
ITEM0047784,ORD021472,PROD0594,4,8228.38,0.05,32913.52,1645.68,31267.84,4832.94,11936.08,38.17%
ITEM0047785,ORD021473,PROD0462,4,2582.15,0.00,10328.60,0.00,10328.60,1567.54,4058.44,39.29%
ITEM0047786,ORD021473,PROD0106,4,3747.97,0.05,14991.88,749.59,14242.29,3178.27,1529.21,10.74%
ITEM0047787,ORD021473,PROD0457,2,5565.85,0.20,11131.70,2226.34,8905.36,3436.99,2031.38,22.81%
ITEM0047788,ORD021474,PROD0018,2,7853.93,0.00,15707.86,0.00,15707.86,3777.57,8152.72,51.90%
ITEM0047789,ORD021474,PROD0613,2,5071.68,0.00,10143.36,0.00,10143.36,2558.91,5025.54,49.55%
ITEM0047790,ORD021474,PROD0691,3,1161.06,0.15,3483.18,522.48,2960.70,869.86,351.12,11.86%
ITEM0047791,ORD021475,PROD0218,3,5988.64,0.00,17965.92,0.00,17965.92,3714.78,6821.58,37.97%
ITEM0047792,ORD021475,PROD0209,4,1728.05,0.00,6912.20,0.00,6912.20,844.89,3532.64,51.11%
ITEM0047793,ORD021475,PROD0971,3,2388.31,0.05,7164.93,358.25,6806.68,1326.55,2827.03,41.53%
ITEM0047794,ORD021475,PROD0170,4,2799.80,0.15,11199.20,1679.88,9519.32,1936.29,1774.16,18.64%
ITEM0047795,ORD021475,PROD0599,4,759.92,0.05,3039.68,151.98,2887.70,604.62,469.22,16.25%
ITEM0047796,ORD021476,PROD0652,3,4114.49,0.05,12343.47,617.17,11726.30,3448.50,1380.80,11.78%
ITEM0047797,ORD021476,PROD0125,1,5373.00,0.00,5373.00,0.00,5373.00,2584.26,2788.74,51.90%
ITEM0047798,ORD021476,PROD0491,3,5398.76,0.00,16196.28,0.00,16196.28,3606.08,5378.04,33.21%
ITEM0047799,ORD021476,PROD0030,4,4589.21,0.00,18356.84,0.00,18356.84,3452.50,4546.84,24.77%
ITEM0047800,ORD021477,PROD0231,1,7460.43,0.05,7460.43,373.02,7087.41,4624.50,2462.91,34.75%
ITEM0047801,ORD021477,PROD0911,4,292.13,0.00,1168.52,0.00,1168.52,222.72,277.64,23.76%
ITEM0047802,ORD021477,PROD0527,4,5233.79,0.05,20935.16,1046.76,19888.40,4354.76,2469.36,12.42%
ITEM0047803,ORD021478,PROD0595,3,7637.83,0.00,22913.49,0.00,22913.49,4536.61,9303.66,40.60%
ITEM0047804,ORD021478,PROD0178,4,5026.87,0.10,20107.48,2010.75,18096.73,3647.74,3505.77,19.37%
ITEM0047805,ORD021478,PROD0576,2,3051.70,0.00,6103.40,0.00,6103.40,2577.74,947.92,15.53%
ITEM0047806,ORD021479,PROD0061,3,755.74,0.05,2267.22,113.36,2153.86,509.89,624.19,28.98%
ITEM0047807,ORD021480,PROD0212,3,2630.39,0.00,7891.17,0.00,7891.17,1929.39,2103.00,26.65%
ITEM0047808,ORD021480,PROD0858,2,4140.60,0.20,8281.20,1656.24,6624.96,2495.78,1633.40,24.66%
ITEM0047809,ORD021481,PROD0423,3,792.57,0.10,2377.71,237.77,2139.94,655.38,173.80,8.12%
ITEM0047810,ORD021481,PROD0468,3,1020.50,0.05,3061.50,153.08,2908.42,667.80,905.02,31.12%
ITEM0047811,ORD021482,PROD0840,2,4814.81,0.05,9629.62,481.48,9148.14,2531.39,4085.36,44.66%
ITEM0047812,ORD021483,PROD0981,1,2444.60,0.05,2444.60,122.23,2322.37,1161.80,1160.57,49.97%
ITEM0047813,ORD021483,PROD0282,4,2533.99,0.10,10135.96,1013.60,9122.36,1717.77,2251.28,24.68%
ITEM0047814,ORD021484,PROD0307,3,6789.94,0.20,20369.82,4073.96,16295.86,3914.02,4553.80,27.94%
ITEM0047815,ORD021484,PROD0663,1,6528.85,0.10,6528.85,652.89,5875.96,4408.15,1467.81,24.98%
ITEM0047816,ORD021485,PROD0119,1,5356.63,0.10,5356.63,535.66,4820.97,2494.93,2326.04,48.25%
ITEM0047817,ORD021486,PROD0423,3,792.57,0.10,2377.71,237.77,2139.94,655.38,173.80,8.12%
ITEM0047818,ORD021486,PROD0686,2,9814.42,0.10,19628.84,1962.88,17665.96,4642.65,8380.66,47.44%
ITEM0047819,ORD021486,PROD0876,3,2856.12,0.10,8568.36,856.84,7711.52,1788.09,2347.25,30.44%
ITEM0047820,ORD021486,PROD0960,4,4070.41,0.20,16281.64,3256.33,13025.31,2052.62,4814.83,36.97%
ITEM0047821,ORD021487,PROD0630,2,3405.44,0.00,6810.88,0.00,6810.88,2877.24,1056.40,15.51%
ITEM0047822,ORD021487,PROD0611,4,5279.76,0.00,21119.04,0.00,21119.04,4561.15,2874.44,13.61%
ITEM0047823,ORD021488,PROD0243,3,5739.71,0.10,17219.13,1721.91,15497.22,3776.97,4166.31,26.88%
ITEM0047824,ORD021488,PROD0794,2,7774.19,0.00,15548.38,0.00,15548.38,4219.43,7109.52,45.73%
ITEM0047825,ORD021488,PROD0873,4,5450.36,0.00,21801.44,0.00,21801.44,3110.77,9358.36,42.93%
ITEM0047826,ORD021488,PROD0214,2,3409.20,0.15,6818.40,1022.76,5795.64,2092.68,1610.28,27.78%
ITEM0047827,ORD021489,PROD0617,4,3232.58,0.00,12930.32,0.00,12930.32,2587.89,2578.76,19.94%
ITEM0047828,ORD021490,PROD0332,2,1524.91,0.05,3049.82,152.49,2897.33,844.45,1208.43,41.71%
