Order_ID,Customer_ID,Order_Date,Order_Status,Shipping_City,Order_Total,,
ORD004598,CUST00181,14-11-2025,Delivered,Coimbatore,6333,,
ORD004599,CUST06987,24-08-2025,Delivered,Delhi,7952,,
ORD004600,CUST02428,23-05-2025,Delivered,Hyderabad,61275,,
ORD004601,CUST06132,18-08-2026,Delivered,Coimbatore,13818,,
ORD004602,CUST05492,06-01-2024,Shipped,Ahmedabad,12096,,
ORD004603,CUST03485,21-05-2025,Delivered,Chennai,10524,,
ORD004604,CUST06835,09-03-2026,Delivered,Mumbai,10232,,
ORD004605,CUST06604,19-06-2024,Delivered,Ahmedabad,874,,
ORD004606,CUST05297,24-05-2026,Delivered,Pune,27676,,
ORD004607,CUST09055,24-09-2024,Shipped,Mumbai,25896,,
ORD004608,CUST08662,11-07-2024,Delivered,Madurai,18431,,
ORD004609,CUST07147,25-01-2026,Delivered,Ahmedabad,10419,,
ORD004610,CUST01804,28-06-2024,Delivered,Ahmedabad,73836,,
ORD004611,CUST01827,29-01-2026,Delivered,Mumbai,67418,,
ORD004612,CUST06513,10-03-2024,Delivered,Bengaluru,6738,,
ORD004613,CUST06630,02-01-2026,Delivered,Pune,50417,,
ORD004614,CUST04653,30-01-2024,Shipped,Delhi,30256,,
ORD004615,CUST00970,28-04-2024,Processing,Bengaluru,3972,,
ORD004616,CUST09460,17-12-2025,Shipped,Delhi,42935,,
ORD004617,CUST04223,24-05-2025,Delivered,Madurai,5068,,
ORD004618,CUST05232,03-01-2026,Processing,Hyderabad,17868,,
ORD004619,CUST01466,04-04-2025,Delivered,Kolkata,47034,,
ORD004620,CUST06415,29-09-2025,Delivered,Ahmedabad,29573,,
ORD004621,CUST00663,02-04-2025,Delivered,Ahmedabad,24487,,
ORD004622,CUST05527,20-07-2025,Processing,Bengaluru,29743,,
ORD004623,CUST05973,08-02-2024,Delivered,Ahmedabad,23081,,
ORD004624,CUST03994,27-08-2026,Delivered,Kolkata,14095,,
ORD004625,CUST01261,29-04-2026,Delivered,Mumbai,44073,,
ORD004626,CUST04258,18-09-2024,Delivered,Chennai,40664,,
ORD004627,CUST01405,02-07-2024,Processing,Coimbatore,23254,,
ORD004628,CUST09001,03-06-2025,Processing,Delhi,17528,,
ORD004629,CUST03533,02-04-2026,Delivered,Madurai,10874,,
ORD004630,CUST09497,22-05-2026,Delivered,Ahmedabad,23194,,
ORD004631,CUST07094,11-06-2025,Delivered,Ahmedabad,51756,,
ORD004632,CUST08161,06-06-2026,Delivered,Coimbatore,37863,,
ORD004633,CUST05261,20-01-2025,Delivered,Bengaluru,15065,,
ORD004634,CUST01078,29-07-2025,Delivered,Bengaluru,6067,,
ORD004635,CUST09755,09-09-2024,Delivered,Madurai,12036,,
ORD004636,CUST08676,11-01-2024,Delivered,Kolkata,16863,,
ORD004637,CUST00171,22-08-2025,Delivered,Delhi,23446,,
ORD004638,CUST06520,29-07-2024,Delivered,Hyderabad,5978,,
ORD004639,CUST05357,30-05-2025,Delivered,Delhi,29184,,
ORD004640,CUST01691,04-10-2025,Delivered,Madurai,46082,,
ORD004641,CUST09715,21-02-2026,Cancelled,Bengaluru,36001,,
ORD004642,CUST03091,25-12-2024,Cancelled,Madurai,10989,,
ORD004643,CUST04161,08-03-2024,Delivered,Bengaluru,2423,,
ORD004644,CUST02284,02-03-2025,Cancelled,Coimbatore,6690,,
ORD004645,CUST00666,28-04-2026,Delivered,Kolkata,15739,,
ORD004646,CUST00289,09-01-2024,Delivered,Kolkata,59064,,
ORD004647,CUST00422,20-06-2025,Shipped,Mumbai,22700,,
ORD004648,CUST01029,30-07-2025,Delivered,Mumbai,6188,,
ORD004649,CUST05257,07-09-2025,Delivered,Delhi,15351,,
ORD004650,CUST03469,06-03-2024,Shipped,Kolkata,49956,,
ORD004651,CUST08942,25-11-2025,Delivered,Delhi,8311,,
ORD004652,CUST02984,21-06-2024,Cancelled,Delhi,12263,,
ORD004653,CUST05184,11-03-2026,Processing,Ahmedabad,6020,,
ORD004654,CUST04800,22-01-2024,Cancelled,Chennai,20642,,
ORD004655,CUST02589,11-02-2024,Delivered,Pune,10166,,
ORD004656,CUST01801,22-07-2024,Delivered,Hyderabad,38401,,
ORD004657,CUST09941,03-06-2024,Cancelled,Coimbatore,17048,,
ORD004658,CUST08952,06-06-2025,Delivered,Bengaluru,33243,,
ORD004659,CUST00218,20-03-2026,Shipped,Kolkata,23774,,
ORD004660,CUST01998,06-04-2025,Delivered,Delhi,32519,,
ORD004661,CUST09767,18-03-2024,Cancelled,Kolkata,3855,,
ORD004662,CUST01757,13-04-2024,Delivered,Madurai,4601,,
ORD004663,CUST05687,04-10-2024,Delivered,Chennai,16589,,
ORD004664,CUST01784,10-10-2025,Delivered,Bengaluru,16220,,
ORD004665,CUST08500,19-12-2025,Delivered,Kolkata,37699,,
ORD004666,CUST03096,01-02-2026,Shipped,Bengaluru,48879,,
ORD004667,CUST03443,06-01-2026,Delivered,Hyderabad,29126,,
ORD004668,CUST05698,26-02-2024,Delivered,Coimbatore,9650,,
ORD004669,CUST09922,04-12-2024,Delivered,Delhi,31179,,
ORD004670,CUST09335,09-03-2026,Delivered,Delhi,45758,,
ORD004671,CUST00062,30-09-2024,Delivered,Pune,17337,,
ORD004672,CUST09213,26-06-2026,Processing,Bengaluru,28411,,
ORD004673,CUST09616,10-11-2025,Delivered,Pune,17453,,
ORD004674,CUST08744,08-06-2026,Delivered,Bengaluru,34563,,
ORD004675,CUST07386,18-05-2026,Delivered,Pune,5381,,
ORD004676,CUST03008,15-11-2025,Delivered,Chennai,2101,,
ORD004677,CUST08759,08-03-2025,Delivered,Delhi,42483,,
ORD004678,CUST04943,15-06-2026,Shipped,Delhi,20498,,
ORD004679,CUST01008,01-09-2025,Shipped,Mumbai,23677,,
ORD004680,CUST07257,25-01-2025,Delivered,Chennai,6776,,
ORD004681,CUST07421,16-06-2026,Delivered,Delhi,3837,,
ORD004682,CUST05503,07-06-2026,Delivered,Hyderabad,12303,,
ORD004683,CUST01637,07-12-2024,Cancelled,Kolkata,6642,,
ORD004684,CUST08753,16-09-2024,Delivered,Kolkata,22220,,
ORD004685,CUST00362,15-11-2025,Processing,Bengaluru,34286,,
ORD004686,CUST02820,22-06-2024,Delivered,Delhi,33370,,
ORD004687,CUST07555,24-12-2025,Delivered,Hyderabad,28502,,
ORD004688,CUST03312,13-07-2024,Delivered,Coimbatore,13754,,
ORD004689,CUST01849,15-02-2026,Delivered,Mumbai,22796,,
ORD004690,CUST05435,16-03-2025,Delivered,Coimbatore,32384,,
ORD004691,CUST02672,28-09-2024,Processing,Bengaluru,20003,,
ORD004692,CUST09451,02-11-2024,Processing,Kolkata,1285,,
ORD004693,CUST08054,03-11-2024,Delivered,Chennai,4052,,
ORD004694,CUST06418,10-10-2025,Delivered,Hyderabad,85786,,
ORD004695,CUST09365,17-08-2025,Delivered,Bengaluru,1977,,
ORD004696,CUST02616,20-06-2026,Cancelled,Pune,18467,,
ORD004697,CUST08884,09-07-2025,Cancelled,Bengaluru,63275,,
ORD004698,CUST01918,25-07-2024,Shipped,Bengaluru,17476,,
ORD004699,CUST01928,26-04-2024,Cancelled,Bengaluru,52072,,
ORD004700,CUST03142,20-06-2026,Delivered,Delhi,9155,,
ORD004701,CUST08178,05-01-2024,Shipped,Mumbai,29280,,
ORD004702,CUST01832,02-01-2026,Delivered,Madurai,36557,,
ORD004703,CUST07508,30-07-2026,Shipped,Coimbatore,11448,,
ORD004704,CUST07409,05-03-2026,Delivered,Kolkata,24787,,
ORD004705,CUST07069,13-05-2025,Processing,Delhi,47636,,
ORD004706,CUST02757,17-09-2025,Delivered,Delhi,25082,,
ORD004707,CUST04259,31-01-2026,Cancelled,Madurai,66603,,
ORD004708,CUST03155,27-10-2024,Delivered,Madurai,9587,,
ORD004709,CUST05735,28-02-2025,Delivered,Coimbatore,15887,,
ORD004710,CUST03233,30-03-2024,Shipped,Ahmedabad,25499,,
ORD004711,CUST05987,28-01-2024,Delivered,Pune,10888,,
ORD004712,CUST05994,07-08-2026,Delivered,Hyderabad,301,,
ORD004713,CUST04336,27-06-2025,Delivered,Kolkata,59906,,
ORD004714,CUST01966,04-08-2024,Delivered,Pune,25877,,
ORD004715,CUST09928,31-03-2026,Delivered,Coimbatore,29665,,
ORD004716,CUST00671,11-03-2024,Shipped,Kolkata,9623,,
ORD004717,CUST03275,02-02-2026,Delivered,Ahmedabad,5845,,
ORD004718,CUST01221,30-01-2024,Shipped,Coimbatore,44811,,
ORD004719,CUST09258,12-09-2024,Delivered,Bengaluru,31000,,
ORD004720,CUST06358,31-03-2026,Delivered,Kolkata,3665,,
ORD004721,CUST08445,01-11-2025,Delivered,Coimbatore,21721,,
ORD004722,CUST04113,30-01-2025,Cancelled,Bengaluru,30720,,
ORD004723,CUST03732,04-06-2025,Delivered,Coimbatore,51182,,
ORD004724,CUST04075,18-11-2024,Delivered,Madurai,16807,,
ORD004725,CUST08308,21-07-2026,Delivered,Bengaluru,18932,,
ORD004726,CUST06012,04-01-2025,Shipped,Delhi,1238,,
ORD004727,CUST01228,04-06-2024,Processing,Delhi,14476,,
ORD004728,CUST00693,01-08-2024,Processing,Chennai,13977,,
ORD004729,CUST00812,27-10-2025,Cancelled,Pune,972,,
ORD004730,CUST02036,23-03-2024,Delivered,Mumbai,29939,,
ORD004731,CUST00151,08-02-2025,Delivered,Coimbatore,13145,,
ORD004732,CUST02294,04-09-2025,Delivered,Kolkata,20077,,
ORD004733,CUST09274,10-01-2024,Shipped,Chennai,5895,,
ORD004734,CUST08699,27-04-2026,Delivered,Ahmedabad,5912,,
ORD004735,CUST03768,06-10-2024,Delivered,Ahmedabad,15937,,
ORD004736,CUST09308,07-10-2024,Delivered,Madurai,31160,,
ORD004737,CUST07781,22-11-2025,Processing,Kolkata,31052,,
ORD004738,CUST09822,30-03-2024,Delivered,Chennai,13376,,
ORD004739,CUST01965,08-05-2024,Delivered,Coimbatore,86440,,
ORD004740,CUST06045,04-11-2024,Delivered,Ahmedabad,39949,,
ORD004741,CUST07566,21-08-2026,Delivered,Ahmedabad,2291,,
ORD004742,CUST04142,29-04-2025,Shipped,Coimbatore,13103,,
ORD004743,CUST08347,16-04-2024,Shipped,Chennai,38407,,
ORD004744,CUST04607,31-08-2026,Delivered,Coimbatore,23984,,
ORD004745,CUST05546,19-05-2025,Processing,Chennai,1471,,
ORD004746,CUST00030,02-03-2026,Delivered,Ahmedabad,48562,,
ORD004747,CUST00721,09-10-2024,Delivered,Chennai,16070,,
ORD004748,CUST09539,16-04-2024,Delivered,Ahmedabad,14149,,
ORD004749,CUST03288,03-06-2024,Delivered,Bengaluru,30372,,
ORD004750,CUST03804,05-05-2026,Cancelled,Madurai,16876,,
ORD004751,CUST06179,19-08-2024,Delivered,Bengaluru,2005,,
ORD004752,CUST02053,24-03-2025,Delivered,Ahmedabad,32313,,
ORD004753,CUST05126,14-01-2025,Delivered,Mumbai,32218,,
ORD004754,CUST01271,17-03-2026,Delivered,Bengaluru,10979,,
ORD004755,CUST01117,28-11-2024,Delivered,Pune,8277,,
ORD004756,CUST01815,18-08-2025,Delivered,Coimbatore,67840,,
ORD004757,CUST06125,19-05-2026,Delivered,Bengaluru,58705,,
ORD004758,CUST04411,20-07-2026,Delivered,Kolkata,14673,,
ORD004759,CUST03262,16-03-2024,Delivered,Ahmedabad,11610,,
ORD004760,CUST08037,22-08-2026,Delivered,Mumbai,1477,,
ORD004761,CUST04640,17-09-2024,Delivered,Chennai,232,,
ORD004762,CUST06913,02-12-2024,Delivered,Madurai,6828,,
ORD004763,CUST02481,17-08-2024,Delivered,Madurai,41876,,
ORD004764,CUST05356,24-06-2026,Cancelled,Ahmedabad,6124,,
ORD004765,CUST09756,22-02-2026,Processing,Kolkata,6221,,
ORD004766,CUST03271,08-08-2024,Shipped,Madurai,4552,,
ORD004767,CUST03493,23-11-2025,Delivered,Bengaluru,30360,,
ORD004768,CUST09757,01-02-2025,Shipped,Chennai,18634,,
ORD004769,CUST06256,14-12-2025,Delivered,Delhi,16484,,
ORD004770,CUST05228,07-03-2026,Cancelled,Chennai,3560,,
ORD004771,CUST04531,15-02-2025,Delivered,Bengaluru,8030,,
ORD004772,CUST07636,21-09-2025,Delivered,Coimbatore,45082,,
ORD004773,CUST01897,20-09-2025,Delivered,Kolkata,17364,,
ORD004774,CUST02237,04-02-2025,Delivered,Bengaluru,14268,,
ORD004775,CUST05685,09-12-2025,Delivered,Coimbatore,7699,,
ORD004776,CUST07867,06-12-2025,Shipped,Hyderabad,44704,,
ORD004777,CUST02055,14-03-2026,Delivered,Hyderabad,23752,,
ORD004778,CUST03539,12-05-2025,Delivered,Delhi,19572,,
ORD004779,CUST01100,07-09-2025,Delivered,Chennai,32609,,
ORD004780,CUST02628,22-06-2024,Delivered,Mumbai,21745,,
ORD004781,CUST07687,27-10-2024,Delivered,Ahmedabad,68335,,
ORD004782,CUST08923,12-04-2024,Delivered,Bengaluru,1044,,
ORD004783,CUST06284,04-06-2025,Delivered,Coimbatore,27330,,
ORD004784,CUST04563,12-06-2024,Shipped,Delhi,14023,,
ORD004785,CUST01844,05-01-2024,Cancelled,Mumbai,27637,,
ORD004786,CUST01233,26-04-2026,Delivered,Madurai,14560,,
ORD004787,CUST00082,20-04-2026,Delivered,Chennai,33938,,
ORD004788,CUST06915,23-08-2025,Processing,Delhi,6012,,
ORD004789,CUST04192,26-06-2024,Delivered,Bengaluru,3967,,
ORD004790,CUST09288,06-03-2026,Delivered,Chennai,13359,,
ORD004791,CUST05172,27-01-2024,Delivered,Kolkata,26531,,
ORD004792,CUST04560,27-05-2026,Shipped,Chennai,70583,,
ORD004793,CUST05381,17-11-2025,Delivered,Hyderabad,41410,,
ORD004794,CUST09019,09-06-2024,Processing,Mumbai,6115,,
ORD004795,CUST01817,24-04-2024,Delivered,Mumbai,13817,,
ORD004796,CUST02062,12-01-2025,Delivered,Pune,27205,,
ORD004797,CUST00717,06-04-2024,Cancelled,Mumbai,13037,,
ORD004798,CUST00564,08-11-2025,Processing,Coimbatore,11743,,
ORD004799,CUST02329,15-05-2024,Delivered,Chennai,30459,,
ORD004800,CUST09426,22-01-2025,Delivered,Coimbatore,6383,,
ORD004801,CUST01317,29-05-2026,Shipped,Kolkata,14019,,
ORD004802,CUST02758,12-06-2024,Delivered,Chennai,30487,,
ORD004803,CUST09625,24-05-2026,Processing,Kolkata,56136,,
ORD004804,CUST01428,18-02-2025,Delivered,Hyderabad,12696,,
ORD004805,CUST05689,14-12-2025,Delivered,Delhi,19219,,
ORD004806,CUST07349,02-08-2026,Delivered,Delhi,10449,,
ORD004807,CUST02385,11-11-2025,Delivered,Bengaluru,26281,,
ORD004808,CUST08416,15-05-2024,Delivered,Delhi,11707,,
ORD004809,CUST08509,06-06-2024,Delivered,Ahmedabad,61649,,
ORD004810,CUST08001,01-02-2025,Processing,Madurai,21363,,
ORD004811,CUST00293,23-03-2026,Delivered,Mumbai,7822,,
ORD004812,CUST01535,08-01-2026,Cancelled,Madurai,46773,,
ORD004813,CUST09744,31-12-2024,Delivered,Kolkata,5154,,
ORD004814,CUST01392,28-10-2024,Processing,Chennai,39296,,
ORD004815,CUST01021,20-08-2026,Delivered,Coimbatore,28850,,
ORD004816,CUST06148,14-12-2024,Delivered,Chennai,3773,,
ORD004817,CUST00620,22-02-2026,Delivered,Chennai,7564,,
ORD004818,CUST09489,28-01-2025,Delivered,Chennai,7956,,
ORD004819,CUST05098,19-11-2024,Delivered,Hyderabad,10610,,
ORD004820,CUST03754,05-08-2026,Processing,Ahmedabad,6849,,
ORD004821,CUST02658,19-02-2024,Delivered,Mumbai,26932,,
ORD004822,CUST09873,19-11-2024,Delivered,Mumbai,49455,,
ORD004823,CUST08869,28-05-2025,Cancelled,Bengaluru,21906,,
ORD004824,CUST05378,22-04-2026,Delivered,Delhi,34755,,
ORD004825,CUST07800,07-04-2025,Delivered,Pune,18468,,
ORD004826,CUST05514,15-03-2024,Delivered,Madurai,3889,,
ORD004827,CUST00783,28-01-2026,Delivered,Mumbai,20108,,
ORD004828,CUST08506,15-05-2025,Delivered,Bengaluru,21834,,
ORD004829,CUST06574,27-12-2025,Delivered,Hyderabad,11159,,
ORD004830,CUST01717,11-01-2026,Delivered,Ahmedabad,13298,,
ORD004831,CUST08446,23-01-2026,Delivered,Hyderabad,11878,,
ORD004832,CUST02872,06-07-2024,Delivered,Madurai,29811,,
ORD004833,CUST01699,03-08-2026,Cancelled,Kolkata,15796,,
ORD004834,CUST08356,08-05-2024,Delivered,Chennai,11180,,
ORD004835,CUST08165,07-05-2025,Delivered,Coimbatore,68820,,
ORD004836,CUST03402,06-04-2024,Delivered,Ahmedabad,19243,,
ORD004837,CUST06649,30-12-2024,Delivered,Kolkata,15708,,
ORD004838,CUST08541,15-05-2025,Delivered,Hyderabad,10279,,
ORD004839,CUST00930,13-06-2024,Delivered,Hyderabad,29943,,
ORD004840,CUST04632,07-07-2026,Delivered,Bengaluru,7083,,
ORD004841,CUST02229,25-06-2024,Delivered,Mumbai,5406,,
ORD004842,CUST06683,20-09-2025,Delivered,Pune,16545,,
ORD004843,CUST05577,22-12-2025,Delivered,Chennai,29526,,
ORD004844,CUST07242,27-08-2026,Delivered,Chennai,55883,,
ORD004845,CUST09871,17-08-2026,Delivered,Pune,24574,,
ORD004846,CUST01027,29-09-2024,Delivered,Madurai,50669,,
ORD004847,CUST06940,22-11-2024,Shipped,Hyderabad,77293,,
ORD004848,CUST07591,02-02-2025,Delivered,Delhi,3052,,
ORD004849,CUST04638,16-07-2025,Delivered,Coimbatore,3069,,
ORD004850,CUST09785,14-02-2025,Cancelled,Hyderabad,14232,,
ORD004851,CUST00791,15-02-2026,Delivered,Ahmedabad,8245,,
ORD004852,CUST09630,04-03-2024,Delivered,Mumbai,16650,,
ORD004853,CUST08592,22-03-2025,Processing,Delhi,4254,,
ORD004854,CUST02468,06-12-2024,Processing,Bengaluru,13902,,
ORD004855,CUST09502,06-08-2026,Processing,Bengaluru,14388,,
ORD004856,CUST05477,16-08-2024,Cancelled,Chennai,27976,,
ORD004857,CUST01104,19-05-2025,Delivered,Bengaluru,10559,,
ORD004858,CUST04864,10-05-2026,Delivered,Hyderabad,3973,,
ORD004859,CUST00860,20-03-2026,Delivered,Ahmedabad,19105,,
ORD004860,CUST06548,18-01-2026,Delivered,Chennai,35966,,
ORD004861,CUST01486,06-01-2026,Delivered,Hyderabad,31046,,
ORD004862,CUST05229,20-09-2025,Delivered,Madurai,34951,,
ORD004863,CUST05925,06-09-2024,Delivered,Mumbai,16126,,
ORD004864,CUST08659,10-03-2024,Delivered,Coimbatore,17930,,
ORD004865,CUST03281,26-05-2025,Delivered,Bengaluru,5999,,
ORD004866,CUST04286,10-12-2024,Delivered,Mumbai,31694,,
ORD004867,CUST07105,30-06-2025,Shipped,Coimbatore,2438,,
ORD004868,CUST05725,29-09-2024,Shipped,Chennai,11161,,
ORD004869,CUST09688,09-07-2025,Delivered,Ahmedabad,8087,,
ORD004870,CUST02131,27-07-2026,Delivered,Mumbai,7461,,
ORD004871,CUST06858,21-05-2026,Delivered,Chennai,4585,,
ORD004872,CUST09508,10-12-2024,Delivered,Delhi,8848,,
ORD004873,CUST01184,04-04-2025,Delivered,Coimbatore,17009,,
ORD004874,CUST05427,16-04-2024,Delivered,Mumbai,11824,,
ORD004875,CUST05492,04-06-2026,Delivered,Hyderabad,2594,,
ORD004876,CUST06587,10-01-2026,Delivered,Coimbatore,37678,,
ORD004877,CUST00767,02-02-2026,Delivered,Pune,6523,,
ORD004878,CUST06935,02-05-2025,Delivered,Chennai,7244,,
ORD004879,CUST05776,13-02-2024,Delivered,Madurai,10726,,
ORD004880,CUST03650,16-05-2025,Delivered,Coimbatore,15791,,
ORD004881,CUST07016,22-07-2026,Delivered,Chennai,17799,,
ORD004882,CUST03910,28-02-2025,Processing,Pune,27638,,
ORD004883,CUST06858,09-07-2026,Cancelled,Mumbai,22144,,
ORD004884,CUST05090,18-02-2024,Delivered,Pune,30682,,
ORD004885,CUST07870,29-02-2024,Cancelled,Chennai,15138,,
ORD004886,CUST06558,14-09-2024,Delivered,Chennai,34116,,
ORD004887,CUST00420,30-07-2025,Delivered,Delhi,32361,,
ORD004888,CUST00262,23-04-2024,Shipped,Chennai,69790,,
ORD004889,CUST00903,09-02-2026,Delivered,Bengaluru,59131,,
ORD004890,CUST07227,14-12-2024,Delivered,Bengaluru,46552,,
ORD004891,CUST00915,01-02-2025,Delivered,Ahmedabad,17290,,
ORD004892,CUST00050,29-07-2026,Shipped,Ahmedabad,58638,,
ORD004893,CUST07922,04-11-2025,Processing,Bengaluru,1219,,
ORD004894,CUST02010,14-04-2025,Delivered,Ahmedabad,47972,,
ORD004895,CUST00632,06-11-2025,Delivered,Bengaluru,8455,,
ORD004896,CUST01574,15-01-2024,Delivered,Madurai,41994,,
ORD004897,CUST07911,02-07-2025,Processing,Delhi,7878,,
ORD004898,CUST07569,17-05-2024,Processing,Mumbai,3061,,
ORD004899,CUST08915,21-09-2024,Shipped,Delhi,61378,,
ORD004900,CUST02311,28-03-2026,Shipped,Pune,23722,,
ORD004901,CUST08401,19-07-2026,Delivered,Coimbatore,14016,,
ORD004902,CUST00889,11-07-2025,Delivered,Ahmedabad,7488,,
ORD004903,CUST06451,09-09-2025,Processing,Delhi,16271,,
ORD004904,CUST08295,21-03-2024,Delivered,Bengaluru,15200,,
ORD004905,CUST07660,29-10-2024,Delivered,Bengaluru,10323,,
ORD004906,CUST06753,30-09-2024,Delivered,Delhi,5756,,
ORD004907,CUST06923,22-04-2024,Delivered,Bengaluru,13564,,
ORD004908,CUST04448,12-02-2025,Delivered,Madurai,21507,,
ORD004909,CUST02140,19-07-2026,Shipped,Chennai,7603,,
ORD004910,CUST08063,20-12-2025,Delivered,Coimbatore,4087,,
ORD004911,CUST05136,29-03-2026,Delivered,Mumbai,44873,,
ORD004912,CUST08030,30-12-2024,Delivered,Bengaluru,40706,,
ORD004913,CUST01977,28-08-2024,Shipped,Bengaluru,34267,,
ORD004914,CUST01869,29-03-2024,Delivered,Kolkata,21941,,
ORD004915,CUST02066,25-11-2025,Shipped,Kolkata,16772,,
ORD004916,CUST08007,28-09-2024,Delivered,Ahmedabad,16041,,
ORD004917,CUST01916,11-09-2024,Delivered,Hyderabad,22211,,
ORD004918,CUST08369,03-05-2025,Delivered,Coimbatore,16496,,
ORD004919,CUST03723,05-05-2026,Delivered,Chennai,5859,,
ORD004920,CUST08633,01-09-2024,Delivered,Hyderabad,23186,,
ORD004921,CUST06865,18-02-2026,Delivered,Kolkata,32127,,
ORD004922,CUST02579,08-04-2024,Delivered,Ahmedabad,23408,,
ORD004923,CUST05190,24-07-2025,Delivered,Mumbai,12308,,
ORD004924,CUST07122,13-03-2024,Delivered,Kolkata,10313,,
ORD004925,CUST02869,15-09-2025,Delivered,Madurai,5733,,
ORD004926,CUST08714,07-11-2025,Delivered,Chennai,16219,,
ORD004927,CUST01281,14-10-2024,Delivered,Pune,21702,,
ORD004928,CUST05377,10-08-2026,Delivered,Coimbatore,9309,,
ORD004929,CUST06703,29-07-2024,Delivered,Kolkata,49235,,
ORD004930,CUST03302,17-06-2025,Delivered,Coimbatore,642,,
ORD004931,CUST02715,29-07-2026,Delivered,Ahmedabad,16035,,
ORD004932,CUST07386,15-05-2026,Delivered,Hyderabad,14568,,
ORD004933,CUST05002,23-03-2024,Processing,Mumbai,8414,,
ORD004934,CUST06062,29-08-2024,Delivered,Kolkata,11491,,
ORD004935,CUST06536,12-01-2024,Processing,Mumbai,48516,,
ORD004936,CUST09185,31-05-2025,Processing,Kolkata,4065,,
ORD004937,CUST09150,04-03-2026,Processing,Delhi,12038,,
ORD004938,CUST09117,25-04-2024,Delivered,Madurai,23626,,
ORD004939,CUST08245,12-12-2024,Processing,Hyderabad,8612,,
ORD004940,CUST03042,20-01-2024,Cancelled,Bengaluru,19179,,
ORD004941,CUST07643,01-12-2025,Delivered,Delhi,986,,
ORD004942,CUST06131,15-05-2024,Processing,Ahmedabad,36981,,
ORD004943,CUST01585,21-03-2025,Processing,Chennai,19805,,
ORD004944,CUST07792,13-03-2025,Delivered,Pune,16779,,
ORD004945,CUST03269,27-04-2026,Delivered,Chennai,32381,,
ORD004946,CUST08874,23-07-2025,Delivered,Hyderabad,3414,,
ORD004947,CUST08822,19-08-2026,Delivered,Kolkata,26471,,
ORD004948,CUST03147,21-06-2024,Delivered,Ahmedabad,29842,,
ORD004949,CUST01857,05-12-2025,Delivered,Hyderabad,31093,,
ORD004950,CUST04301,31-05-2025,Delivered,Hyderabad,5481,,
ORD004951,CUST05716,07-06-2024,Delivered,Delhi,8309,,
ORD004952,CUST02594,01-03-2026,Delivered,Pune,29199,,
ORD004953,CUST05473,08-02-2025,Shipped,Madurai,49381,,
ORD004954,CUST02574,26-05-2025,Delivered,Mumbai,55263,,
ORD004955,CUST09548,13-10-2025,Delivered,Ahmedabad,42994,,
ORD004956,CUST02817,04-01-2024,Delivered,Bengaluru,12882,,
ORD004957,CUST00776,15-03-2026,Shipped,Delhi,26272,,
ORD004958,CUST04498,09-08-2025,Delivered,Mumbai,38560,,
ORD004959,CUST04736,15-01-2026,Cancelled,Ahmedabad,40049,,
ORD004960,CUST00735,13-04-2024,Delivered,Hyderabad,13630,,
ORD004961,CUST02115,07-01-2025,Delivered,Chennai,18093,,
ORD004962,CUST01174,10-10-2025,Delivered,Kolkata,75366,,
ORD004963,CUST09429,08-10-2024,Delivered,Kolkata,21682,,
ORD004964,CUST09765,12-01-2026,Delivered,Bengaluru,9418,,
ORD004965,CUST09717,09-10-2024,Delivered,Delhi,1070,,
ORD004966,CUST06947,21-04-2025,Delivered,Ahmedabad,26232,,
ORD004967,CUST09599,19-01-2026,Delivered,Coimbatore,6795,,
ORD004968,CUST05668,22-08-2024,Shipped,Mumbai,44510,,
ORD004969,CUST01242,02-12-2025,Shipped,Delhi,11475,,
ORD004970,CUST03841,26-06-2024,Delivered,Delhi,25074,,
ORD004971,CUST05296,06-05-2026,Processing,Mumbai,15861,,
ORD004972,CUST05850,03-12-2024,Delivered,Mumbai,41695,,
ORD004973,CUST02536,16-05-2025,Delivered,Ahmedabad,5205,,
ORD004974,CUST09186,09-08-2024,Delivered,Coimbatore,10062,,
ORD004975,CUST08539,31-03-2025,Delivered,Hyderabad,29316,,
ORD004976,CUST04590,16-06-2026,Delivered,Pune,31268,,
ORD004977,CUST09703,26-12-2025,Delivered,Coimbatore,1944,,
ORD004978,CUST06221,25-12-2025,Delivered,Coimbatore,30895,,
ORD004979,CUST01959,13-06-2026,Delivered,Kolkata,18146,,
ORD004980,CUST09168,24-12-2024,Delivered,Madurai,46970,,
ORD004981,CUST02051,13-02-2025,Processing,Coimbatore,48378,,
ORD004982,CUST02586,27-08-2025,Delivered,Pune,22967,,
ORD004983,CUST07621,22-08-2026,Processing,Ahmedabad,26021,,
ORD004984,CUST00003,11-07-2025,Delivered,Mumbai,29546,,
ORD004985,CUST05944,06-04-2025,Cancelled,Kolkata,12886,,
ORD004986,CUST02844,05-02-2026,Cancelled,Mumbai,20457,,
ORD004987,CUST02287,09-07-2024,Shipped,Chennai,18357,,
ORD004988,CUST01268,17-04-2026,Processing,Chennai,40701,,
ORD004989,CUST02475,07-07-2026,Shipped,Coimbatore,1957,,
ORD004990,CUST08734,24-05-2024,Delivered,Kolkata,6119,,
ORD004991,CUST01426,09-12-2024,Shipped,Pune,13109,,
ORD004992,CUST05637,07-09-2025,Delivered,Madurai,22539,,
ORD004993,CUST00731,29-07-2025,Processing,Delhi,7661,,
ORD004994,CUST08334,05-06-2024,Processing,Mumbai,28138,,
ORD004995,CUST02814,03-11-2024,Shipped,Pune,18707,,
