Return_ID,Order_ID,Return_Date,Return_Reason,Refund_Status,Refund_Amount,
RET00408,ORD008691,15-08-2025,Quality Issue,Refunded,4550,
RET00409,ORD001246,26-03-2024,Wrong Item,Refunded,442,
RET00410,ORD019318,30-05-2026,Quality Issue,Refunded,61872,
RET00411,ORD023811,21-08-2025,Changed Mind,Refunded,1693,
RET00412,ORD007239,07-09-2026,Size/Fit Issue,Refunded,26234,
RET00413,ORD018150,14-06-2024,Quality Issue,Processing,3968,
RET00414,ORD008869,03-01-2026,Quality Issue,Refunded,20077,
RET00415,ORD002603,25-10-2025,Size/Fit Issue,Refunded,10114,
RET00416,ORD011576,09-02-2026,Wrong Item,Refunded,18963,
RET00417,ORD027321,14-06-2025,Changed Mind,Refunded,4996,
RET00418,ORD007048,25-10-2024,Size/Fit Issue,Refunded,5719,
RET00419,ORD025092,01-12-2025,Quality Issue,Refunded,1864,
RET00420,ORD012117,05-01-2026,Quality Issue,Processing,8761,
RET00421,ORD002308,18-06-2025,Late Delivery,Refunded,13665,
RET00422,ORD014201,30-05-2025,Quality Issue,Refunded,27052,
RET00423,ORD028390,11-06-2024,Size/Fit Issue,Refunded,26406,
RET00424,ORD023743,26-05-2025,Wrong Item,Refunded,8974,
RET00425,ORD021921,05-02-2026,Late Delivery,Refunded,8610,
RET00426,ORD027924,22-10-2024,Wrong Item,Refunded,29467,
RET00427,ORD018783,13-07-2025,Damaged,Refunded,35168,
RET00428,ORD007385,12-04-2024,Quality Issue,Refunded,732,
RET00429,ORD001660,04-03-2026,Quality Issue,Refunded,1654,
RET00430,ORD008989,01-11-2025,Quality Issue,Refunded,18657,
RET00431,ORD007682,17-09-2024,Damaged,Refunded,8221,
RET00432,ORD018721,24-06-2026,Damaged,Refunded,31044,
RET00433,ORD005352,23-09-2026,Changed Mind,Refunded,18006,
RET00434,ORD028042,23-07-2024,Changed Mind,Refunded,20301,
RET00435,ORD029389,17-07-2026,Changed Mind,Refunded,343,
RET00436,ORD005568,07-07-2024,Wrong Item,Refunded,9341,
RET00437,ORD027404,22-09-2024,Changed Mind,Refunded,44326,
RET00438,ORD016397,17-08-2024,Late Delivery,Refunded,7543,
RET00439,ORD020565,26-02-2026,Size/Fit Issue,Processing,20484,
RET00440,ORD013085,04-07-2025,Quality Issue,Refunded,4223,
RET00441,ORD021933,16-07-2026,Quality Issue,Refunded,26895,
RET00442,ORD005336,20-10-2024,Wrong Item,Refunded,15458,
RET00443,ORD002967,11-11-2024,Damaged,Refunded,3884,
RET00444,ORD028791,16-06-2025,Size/Fit Issue,Refunded,3524,
RET00445,ORD024561,29-12-2025,Damaged,Refunded,5930,
RET00446,ORD026861,09-03-2026,Late Delivery,Refunded,15256,
RET00447,ORD018801,23-05-2025,Changed Mind,Refunded,14571,
RET00448,ORD017922,27-01-2024,Changed Mind,Refunded,55773,
RET00449,ORD016799,11-04-2025,Changed Mind,Refunded,1618,
RET00450,ORD020727,28-12-2024,Late Delivery,Refunded,24764,
RET00451,ORD013107,09-04-2026,Size/Fit Issue,Refunded,11865,
RET00452,ORD018706,29-07-2024,Wrong Item,Refunded,15842,
RET00453,ORD005626,19-12-2024,Size/Fit Issue,Refunded,17101,
RET00454,ORD009755,17-03-2025,Quality Issue,Refunded,11336,
RET00455,ORD007932,12-02-2025,Quality Issue,Refunded,1050,
RET00456,ORD028194,01-04-2025,Damaged,Refunded,12170,
RET00457,ORD027274,18-07-2025,Damaged,Refunded,25306,
RET00458,ORD027438,05-12-2024,Size/Fit Issue,Refunded,8310,
RET00459,ORD015768,02-09-2024,Wrong Item,Processing,21424,
RET00460,ORD023501,28-01-2024,Size/Fit Issue,Refunded,21405,
RET00461,ORD011670,11-03-2024,Quality Issue,Refunded,64761,
RET00462,ORD012326,04-04-2025,Quality Issue,Refunded,63864,
RET00463,ORD000461,23-11-2025,Damaged,Refunded,10376,
RET00464,ORD016504,12-03-2024,Damaged,Processing,4280,
RET00465,ORD029617,12-08-2024,Size/Fit Issue,Refunded,28283,
RET00466,ORD009147,21-01-2026,Size/Fit Issue,Refunded,5564,
RET00467,ORD011278,18-05-2024,Changed Mind,Refunded,51943,
RET00468,ORD027205,08-06-2026,Damaged,Refunded,2600,
RET00469,ORD009455,18-07-2026,Damaged,Refunded,3798,
RET00470,ORD029445,24-03-2025,Quality Issue,Refunded,26797,
RET00471,ORD010164,19-05-2025,Damaged,Processing,3984,
RET00472,ORD015179,28-08-2025,Size/Fit Issue,Refunded,60886,
RET00473,ORD006705,08-09-2025,Changed Mind,Refunded,24588,
RET00474,ORD016678,06-06-2026,Quality Issue,Refunded,10227,
RET00475,ORD013313,22-01-2024,Wrong Item,Refunded,9482,
RET00476,ORD022453,20-07-2025,Size/Fit Issue,Refunded,12767,
RET00477,ORD005085,29-07-2026,Quality Issue,Processing,17802,
RET00478,ORD014595,16-08-2026,Quality Issue,Processing,28731,
RET00479,ORD011960,03-05-2025,Changed Mind,Refunded,32157,
RET00480,ORD001694,16-04-2025,Damaged,Refunded,16784,
RET00481,ORD016930,11-06-2025,Wrong Item,Processing,1758,
RET00482,ORD008069,29-01-2025,Quality Issue,Refunded,5523,
RET00483,ORD023050,22-09-2024,Changed Mind,Refunded,13505,
RET00484,ORD025149,15-11-2025,Size/Fit Issue,Refunded,31491,
RET00485,ORD020871,18-08-2026,Wrong Item,Refunded,9405,
RET00486,ORD018641,25-05-2024,Damaged,Refunded,13483,
RET00487,ORD015109,15-04-2024,Changed Mind,Refunded,26188,
RET00488,ORD011548,02-06-2026,Late Delivery,Refunded,57979,
RET00489,ORD015212,05-06-2025,Size/Fit Issue,Refunded,19096,
RET00490,ORD012313,23-08-2025,Wrong Item,Refunded,9621,
RET00491,ORD012119,17-08-2025,Size/Fit Issue,Refunded,12730,
RET00492,ORD004430,31-10-2025,Changed Mind,Refunded,8554,
RET00493,ORD000193,07-05-2025,Size/Fit Issue,Refunded,1119,
RET00494,ORD015439,10-11-2024,Changed Mind,Refunded,25143,
RET00495,ORD012975,25-05-2026,Damaged,Refunded,456,
RET00496,ORD013228,22-05-2025,Damaged,Processing,23625,
RET00497,ORD016301,22-07-2026,Changed Mind,Refunded,8619,
RET00498,ORD006633,03-07-2024,Quality Issue,Refunded,3790,
RET00499,ORD006371,30-01-2024,Late Delivery,Refunded,8563,
RET00500,ORD003144,14-07-2026,Damaged,Refunded,590,
RET00501,ORD020147,18-07-2026,Wrong Item,Refunded,23562,
RET00502,ORD012146,30-01-2024,Size/Fit Issue,Refunded,4069,
RET00503,ORD010290,23-07-2024,Quality Issue,Refunded,36486,
RET00504,ORD016274,23-08-2026,Changed Mind,Refunded,5087,
RET00505,ORD017508,12-06-2026,Damaged,Refunded,26195,
RET00506,ORD025435,07-08-2024,Size/Fit Issue,Refunded,32711,
RET00507,ORD005017,16-04-2024,Size/Fit Issue,Refunded,9609,
RET00508,ORD024704,01-12-2025,Changed Mind,Refunded,40871,
RET00509,ORD005390,13-08-2024,Damaged,Processing,3248,
RET00510,ORD015678,06-05-2025,Size/Fit Issue,Processing,2999,
RET00511,ORD013822,06-11-2024,Changed Mind,Processing,22394,
RET00512,ORD001595,19-02-2024,Changed Mind,Refunded,63875,
RET00513,ORD017878,07-06-2026,Changed Mind,Refunded,19228,
RET00514,ORD014726,18-03-2025,Size/Fit Issue,Refunded,44403,
RET00515,ORD003983,29-08-2026,Size/Fit Issue,Refunded,2165,
RET00516,ORD002662,08-09-2026,Late Delivery,Processing,38259,
RET00517,ORD018623,23-05-2025,Quality Issue,Processing,20034,
RET00518,ORD023460,05-07-2025,Size/Fit Issue,Processing,11995,
RET00519,ORD003573,03-03-2025,Late Delivery,Processing,39738,
RET00520,ORD023675,28-06-2024,Late Delivery,Refunded,244,
RET00521,ORD014797,06-05-2024,Damaged,Refunded,14002,
RET00522,ORD009493,25-08-2025,Damaged,Refunded,23803,
RET00523,ORD023282,03-05-2026,Wrong Item,Refunded,9398,
RET00524,ORD020036,26-12-2024,Size/Fit Issue,Refunded,5726,
RET00525,ORD016374,21-10-2025,Changed Mind,Refunded,36020,
RET00526,ORD005914,11-02-2026,Quality Issue,Refunded,13550,
RET00527,ORD012918,22-07-2025,Changed Mind,Refunded,19538,
RET00528,ORD008956,10-02-2026,Wrong Item,Processing,34799,
RET00529,ORD005881,14-10-2024,Damaged,Refunded,11483,
RET00530,ORD015098,09-04-2025,Quality Issue,Processing,18441,
RET00531,ORD020932,28-10-2024,Damaged,Refunded,9854,
RET00532,ORD028336,23-06-2025,Wrong Item,Processing,13964,
RET00533,ORD027904,03-01-2026,Quality Issue,Refunded,19623,
RET00534,ORD014596,07-07-2026,Changed Mind,Processing,23041,
RET00535,ORD026701,18-12-2025,Damaged,Processing,7266,
RET00536,ORD028139,15-11-2025,Changed Mind,Refunded,11528,
RET00537,ORD026107,01-08-2026,Wrong Item,Refunded,35201,
RET00538,ORD017547,07-12-2025,Damaged,Refunded,43842,
RET00539,ORD014172,03-02-2026,Changed Mind,Refunded,19807,
RET00540,ORD013862,19-08-2026,Damaged,Refunded,19166,
RET00541,ORD026495,09-09-2025,Changed Mind,Refunded,6816,
RET00542,ORD023863,26-07-2026,Late Delivery,Processing,7679,
RET00543,ORD002238,12-06-2025,Damaged,Refunded,39155,
RET00544,ORD011623,08-06-2025,Quality Issue,Refunded,15377,
RET00545,ORD027268,25-01-2025,Size/Fit Issue,Refunded,9473,
RET00546,ORD014710,23-08-2024,Quality Issue,Refunded,1645,
RET00547,ORD027769,05-09-2026,Size/Fit Issue,Refunded,12649,
RET00548,ORD023284,19-08-2025,Damaged,Refunded,12414,
RET00549,ORD014590,29-03-2025,Damaged,Refunded,11995,
RET00550,ORD021021,29-01-2026,Quality Issue,Refunded,985,
RET00551,ORD008921,19-09-2025,Quality Issue,Refunded,5938,
RET00552,ORD012771,22-01-2025,Late Delivery,Refunded,7688,
RET00553,ORD012220,20-11-2025,Wrong Item,Refunded,7268,
RET00554,ORD028173,16-02-2025,Quality Issue,Refunded,11448,
RET00555,ORD010292,25-06-2026,Quality Issue,Refunded,40095,
RET00556,ORD009756,03-08-2025,Size/Fit Issue,Processing,10457,
RET00557,ORD013271,12-02-2024,Size/Fit Issue,Refunded,7339,
RET00558,ORD007823,02-07-2024,Size/Fit Issue,Refunded,19771,
RET00559,ORD007754,14-07-2026,Size/Fit Issue,Refunded,4809,
RET00560,ORD020827,23-02-2024,Changed Mind,Refunded,3776,
RET00561,ORD015299,24-02-2025,Size/Fit Issue,Refunded,4613,
RET00562,ORD025227,12-04-2025,Damaged,Refunded,28597,
RET00563,ORD026893,17-10-2025,Quality Issue,Refunded,13754,
RET00564,ORD024802,03-03-2024,Wrong Item,Refunded,18634,
RET00565,ORD028428,27-12-2024,Quality Issue,Processing,6874,
RET00566,ORD010661,26-12-2025,Changed Mind,Refunded,7046,
RET00567,ORD024266,04-02-2025,Late Delivery,Refunded,20822,
RET00568,ORD018101,08-06-2025,Changed Mind,Processing,18911,
RET00569,ORD019625,23-08-2025,Changed Mind,Refunded,6889,
RET00570,ORD015612,04-09-2024,Late Delivery,Refunded,16312,
RET00571,ORD024738,07-01-2026,Damaged,Refunded,16817,
RET00572,ORD027161,24-02-2024,Size/Fit Issue,Refunded,25242,
RET00573,ORD001121,09-06-2024,Changed Mind,Refunded,15270,
RET00574,ORD021408,16-04-2026,Changed Mind,Refunded,1186,
RET00575,ORD017666,06-11-2024,Changed Mind,Refunded,22221,
RET00576,ORD017249,16-10-2024,Changed Mind,Refunded,12347,
RET00577,ORD000852,03-02-2024,Wrong Item,Refunded,2196,
RET00578,ORD015536,31-12-2024,Changed Mind,Processing,26954,
RET00579,ORD019862,01-08-2024,Wrong Item,Processing,15406,
RET00580,ORD013901,03-05-2025,Changed Mind,Processing,2005,
RET00581,ORD027909,09-01-2026,Size/Fit Issue,Processing,17196,
RET00582,ORD003375,14-06-2025,Changed Mind,Refunded,11062,
RET00583,ORD017064,24-11-2024,Changed Mind,Refunded,3278,
RET00584,ORD001129,12-04-2025,Late Delivery,Refunded,6602,
RET00585,ORD008384,11-09-2024,Size/Fit Issue,Refunded,2639,
RET00586,ORD006723,19-01-2024,Wrong Item,Refunded,1318,
RET00587,ORD005934,22-09-2026,Quality Issue,Refunded,28567,
RET00588,ORD024277,30-01-2026,Late Delivery,Refunded,14100,
RET00589,ORD008836,15-03-2024,Changed Mind,Refunded,29855,
RET00590,ORD003088,26-08-2026,Size/Fit Issue,Refunded,20941,
RET00591,ORD007636,20-02-2026,Quality Issue,Refunded,24759,
RET00592,ORD011371,30-07-2024,Changed Mind,Refunded,38157,
RET00593,ORD017331,03-08-2024,Size/Fit Issue,Refunded,18473,
RET00594,ORD011643,30-03-2025,Wrong Item,Refunded,2255,
RET00595,ORD015043,30-09-2025,Wrong Item,Refunded,581,
RET00596,ORD029512,27-08-2024,Late Delivery,Refunded,3522,
RET00597,ORD002011,02-08-2025,Quality Issue,Refunded,19001,
RET00598,ORD026830,10-03-2026,Late Delivery,Refunded,1179,
RET00599,ORD011797,03-08-2025,Size/Fit Issue,Refunded,30352,
RET00600,ORD029406,23-02-2025,Damaged,Refunded,8702,
RET00601,ORD018118,01-08-2025,Damaged,Refunded,18008,
RET00602,ORD016040,26-07-2024,Size/Fit Issue,Refunded,2159,
RET00603,ORD019797,02-11-2024,Changed Mind,Refunded,25664,
RET00604,ORD017166,12-01-2024,Size/Fit Issue,Refunded,11673,
RET00605,ORD002366,27-01-2024,Late Delivery,Refunded,1831,
RET00606,ORD014130,18-02-2024,Quality Issue,Processing,26944,
RET00607,ORD000785,27-03-2024,Size/Fit Issue,Refunded,10861,
RET00608,ORD004211,27-06-2026,Size/Fit Issue,Refunded,21902,
RET00609,ORD017661,14-04-2025,Damaged,Processing,4487,
RET00610,ORD001587,23-06-2026,Changed Mind,Refunded,7926,
RET00611,ORD002835,24-12-2024,Damaged,Refunded,18281,
RET00612,ORD015471,27-02-2024,Changed Mind,Refunded,32700,
RET00613,ORD004185,09-12-2025,Size/Fit Issue,Refunded,18561,
RET00614,ORD014555,19-04-2024,Quality Issue,Refunded,18313,
RET00615,ORD005323,24-01-2026,Size/Fit Issue,Refunded,10752,
RET00616,ORD006122,09-12-2024,Changed Mind,Refunded,18290,
RET00617,ORD019840,27-07-2024,Damaged,Processing,27673,
RET00618,ORD005574,17-09-2026,Changed Mind,Refunded,31644,
RET00619,ORD026045,26-10-2024,Size/Fit Issue,Processing,24850,
RET00620,ORD024795,07-06-2024,Changed Mind,Refunded,30672,
RET00621,ORD028903,08-06-2025,Late Delivery,Refunded,3956,
RET00622,ORD016907,22-04-2024,Size/Fit Issue,Refunded,19618,
RET00623,ORD005427,23-07-2026,Damaged,Refunded,5471,
RET00624,ORD024665,22-02-2024,Quality Issue,Refunded,5806,
RET00625,ORD017377,30-08-2025,Late Delivery,Refunded,9420,
RET00626,ORD002389,10-08-2024,Size/Fit Issue,Refunded,16427,
RET00627,ORD029999,14-03-2025,Size/Fit Issue,Refunded,34221,
RET00628,ORD021991,30-12-2024,Size/Fit Issue,Refunded,5628,
RET00629,ORD008328,21-11-2025,Late Delivery,Refunded,26429,
RET00630,ORD001048,23-06-2025,Damaged,Refunded,3473,
RET00631,ORD006557,27-10-2024,Quality Issue,Refunded,5724,
RET00632,ORD012858,17-06-2026,Size/Fit Issue,Refunded,8959,
RET00633,ORD009598,27-01-2026,Changed Mind,Refunded,8106,
RET00634,ORD013724,18-04-2024,Changed Mind,Refunded,25662,
RET00635,ORD023252,27-05-2025,Damaged,Refunded,15571,
RET00636,ORD019200,21-02-2025,Quality Issue,Refunded,5256,
RET00637,ORD010271,20-06-2025,Quality Issue,Refunded,2177,
RET00638,ORD019115,26-05-2026,Size/Fit Issue,Refunded,4165,
RET00639,ORD013888,10-01-2026,Damaged,Refunded,13356,
RET00640,ORD026278,07-01-2024,Quality Issue,Refunded,3124,
RET00641,ORD029294,07-03-2026,Quality Issue,Refunded,10232,
RET00642,ORD021271,11-11-2024,Size/Fit Issue,Refunded,20886,
RET00643,ORD028350,13-05-2026,Quality Issue,Refunded,1770,
RET00644,ORD017973,14-01-2026,Damaged,Refunded,4463,
RET00645,ORD029622,31-05-2024,Quality Issue,Refunded,12387,
RET00646,ORD005381,22-02-2024,Quality Issue,Refunded,3106,
RET00647,ORD015592,01-07-2024,Wrong Item,Refunded,11339,
RET00648,ORD019275,22-12-2024,Changed Mind,Refunded,53749,
RET00649,ORD022222,12-09-2025,Changed Mind,Processing,23578,
RET00650,ORD009290,17-08-2024,Changed Mind,Refunded,14098,
RET00651,ORD022573,09-05-2024,Wrong Item,Refunded,9800,
RET00652,ORD016561,14-01-2026,Quality Issue,Refunded,12427,
RET00653,ORD000706,05-04-2024,Damaged,Refunded,1723,
RET00654,ORD018709,08-03-2024,Damaged,Refunded,3417,
RET00655,ORD029831,18-06-2026,Damaged,Refunded,1272,
RET00656,ORD002291,31-05-2024,Damaged,Refunded,9441,
RET00657,ORD026006,07-03-2024,Late Delivery,Refunded,25638,
RET00658,ORD024623,11-08-2024,Size/Fit Issue,Refunded,2028,
RET00659,ORD003256,22-12-2024,Size/Fit Issue,Refunded,15198,
RET00660,ORD013510,14-02-2026,Wrong Item,Refunded,25977,
RET00661,ORD029777,02-11-2025,Wrong Item,Refunded,14226,
RET00662,ORD026242,31-07-2025,Quality Issue,Refunded,21840,
RET00663,ORD005826,29-11-2024,Quality Issue,Processing,17329,
RET00664,ORD027635,18-09-2024,Damaged,Refunded,8031,
RET00665,ORD014289,31-12-2025,Damaged,Refunded,2088,
RET00666,ORD000180,15-07-2026,Wrong Item,Refunded,36345,
RET00667,ORD013790,16-03-2024,Wrong Item,Refunded,15700,
RET00668,ORD021303,27-11-2024,Damaged,Refunded,1971,
RET00669,ORD011481,20-11-2024,Size/Fit Issue,Refunded,29215,
RET00670,ORD021798,27-03-2025,Wrong Item,Refunded,7107,
RET00671,ORD001214,17-02-2025,Wrong Item,Refunded,1505,
RET00672,ORD008432,03-01-2026,Changed Mind,Refunded,4338,
RET00673,ORD021644,25-07-2024,Size/Fit Issue,Refunded,27011,
RET00674,ORD008684,15-05-2026,Changed Mind,Refunded,20520,
RET00675,ORD026975,05-06-2025,Changed Mind,Refunded,6713,
RET00676,ORD002064,28-07-2024,Changed Mind,Refunded,25268,
RET00677,ORD021208,30-03-2024,Damaged,Refunded,24676,
RET00678,ORD024176,14-07-2025,Quality Issue,Refunded,10324,
RET00679,ORD006833,13-10-2024,Wrong Item,Refunded,27852,
RET00680,ORD026003,08-05-2024,Size/Fit Issue,Refunded,2210,
RET00681,ORD029404,31-10-2025,Size/Fit Issue,Refunded,9729,
RET00682,ORD019986,22-06-2025,Quality Issue,Refunded,11152,
RET00683,ORD001117,16-08-2024,Quality Issue,Refunded,21236,
RET00684,ORD023012,28-02-2026,Size/Fit Issue,Processing,2866,
RET00685,ORD009249,14-11-2024,Quality Issue,Refunded,11239,
RET00686,ORD006911,20-04-2025,Quality Issue,Refunded,23593,
RET00687,ORD019734,05-05-2026,Late Delivery,Refunded,19291,
RET00688,ORD016725,10-12-2025,Size/Fit Issue,Refunded,17782,
RET00689,ORD015351,11-05-2024,Wrong Item,Refunded,5608,
RET00690,ORD004290,02-08-2025,Damaged,Refunded,23150,
RET00691,ORD025714,24-05-2025,Size/Fit Issue,Refunded,5132,
RET00692,ORD003306,21-08-2024,Wrong Item,Processing,17422,
RET00693,ORD022988,26-07-2024,Damaged,Processing,25239,
RET00694,ORD015382,21-01-2026,Wrong Item,Processing,18938,
RET00695,ORD015323,11-08-2026,Quality Issue,Refunded,11257,
RET00696,ORD012340,29-07-2024,Size/Fit Issue,Refunded,20024,
RET00697,ORD020646,08-01-2025,Changed Mind,Refunded,14521,
RET00698,ORD014733,19-10-2025,Late Delivery,Refunded,2559,
RET00699,ORD001228,05-11-2024,Changed Mind,Refunded,7583,
RET00700,ORD021092,04-05-2025,Damaged,Processing,16425,
RET00701,ORD028721,01-03-2025,Size/Fit Issue,Refunded,38567,
RET00702,ORD011783,07-09-2026,Damaged,Refunded,33997,
RET00703,ORD000037,25-12-2025,Size/Fit Issue,Refunded,12782,
RET00704,ORD015990,15-07-2024,Wrong Item,Refunded,33910,
RET00705,ORD011195,01-04-2026,Damaged,Refunded,1589,
RET00706,ORD029977,31-07-2024,Quality Issue,Refunded,23214,
RET00707,ORD016567,26-02-2025,Damaged,Refunded,43838,
RET00708,ORD024522,03-08-2026,Quality Issue,Refunded,3967,
RET00709,ORD000481,11-06-2025,Damaged,Refunded,51718,
RET00710,ORD009892,01-01-2026,Quality Issue,Refunded,9950,
RET00711,ORD007047,12-07-2026,Quality Issue,Refunded,5386,
RET00712,ORD022538,15-05-2025,Damaged,Processing,33223,
RET00713,ORD011656,20-11-2024,Changed Mind,Refunded,39384,
RET00714,ORD022673,17-05-2025,Wrong Item,Refunded,10397,
RET00715,ORD019806,05-04-2024,Changed Mind,Refunded,11453,
RET00716,ORD003319,03-04-2026,Size/Fit Issue,Processing,22617,
RET00717,ORD019984,26-02-2026,Damaged,Refunded,15132,
RET00718,ORD002760,02-04-2024,Wrong Item,Refunded,6067,
RET00719,ORD014841,02-03-2024,Size/Fit Issue,Refunded,31341,
RET00720,ORD022784,11-07-2024,Quality Issue,Refunded,3632,
RET00721,ORD011116,09-08-2025,Quality Issue,Refunded,8344,
RET00722,ORD026988,19-08-2026,Damaged,Refunded,9377,
RET00723,ORD001648,22-03-2024,Quality Issue,Refunded,6415,
RET00724,ORD022032,07-12-2024,Changed Mind,Refunded,9261,
RET00725,ORD019329,26-04-2024,Changed Mind,Refunded,13189,
RET00726,ORD006180,19-10-2024,Changed Mind,Refunded,8013,
RET00727,ORD022274,17-06-2024,Damaged,Processing,8646,
RET00728,ORD005756,18-09-2025,Damaged,Refunded,27089,
RET00729,ORD014959,23-05-2024,Changed Mind,Refunded,7735,
RET00730,ORD006473,22-02-2025,Quality Issue,Refunded,20544,
RET00731,ORD002388,24-02-2024,Changed Mind,Refunded,22996,
RET00732,ORD004096,07-10-2024,Late Delivery,Refunded,6422,
RET00733,ORD013979,02-01-2026,Wrong Item,Refunded,8472,
RET00734,ORD002342,18-08-2026,Changed Mind,Refunded,7484,
RET00735,ORD016387,07-10-2024,Damaged,Refunded,2687,
RET00736,ORD016812,03-04-2024,Wrong Item,Refunded,9662,
RET00737,ORD027151,01-06-2025,Late Delivery,Processing,2479,
RET00738,ORD002080,27-08-2026,Quality Issue,Refunded,12580,
RET00739,ORD015221,04-06-2024,Size/Fit Issue,Processing,23056,
RET00740,ORD004871,11-06-2026,Size/Fit Issue,Processing,2576,
RET00741,ORD015173,30-06-2025,Size/Fit Issue,Refunded,16802,
RET00742,ORD017735,18-02-2026,Quality Issue,Refunded,8478,
RET00743,ORD014965,07-03-2025,Size/Fit Issue,Refunded,3074,
RET00744,ORD016269,20-04-2025,Size/Fit Issue,Refunded,23699,
RET00745,ORD023436,20-02-2025,Damaged,Refunded,13256,
RET00746,ORD015101,14-02-2025,Quality Issue,Refunded,17743,
RET00747,ORD018520,08-06-2024,Quality Issue,Refunded,15186,
RET00748,ORD002153,14-10-2024,Late Delivery,Refunded,12085,
RET00749,ORD004478,07-05-2025,Changed Mind,Refunded,7392,
RET00750,ORD000097,28-02-2025,Changed Mind,Refunded,20839,
RET00751,ORD019563,02-12-2024,Changed Mind,Refunded,31403,
RET00752,ORD028270,24-05-2025,Late Delivery,Refunded,48786,
RET00753,ORD015704,14-01-2026,Changed Mind,Refunded,29901,
RET00754,ORD022670,06-08-2025,Quality Issue,Refunded,34847,
RET00755,ORD015129,06-09-2025,Changed Mind,Refunded,6452,
RET00756,ORD018112,26-06-2025,Quality Issue,Refunded,40048,
RET00757,ORD010485,16-01-2025,Late Delivery,Refunded,4503,
RET00758,ORD008584,16-01-2025,Changed Mind,Refunded,6997,
RET00759,ORD019624,25-08-2025,Wrong Item,Refunded,14022,
RET00760,ORD004619,03-05-2025,Size/Fit Issue,Refunded,38175,
RET00761,ORD002411,18-05-2025,Changed Mind,Refunded,8712,
RET00762,ORD004237,16-02-2024,Size/Fit Issue,Refunded,23920,
RET00763,ORD000328,02-09-2026,Changed Mind,Refunded,19214,
RET00764,ORD015851,28-08-2024,Size/Fit Issue,Refunded,31183,
RET00765,ORD023530,16-06-2025,Quality Issue,Refunded,10393,
RET00766,ORD015420,19-05-2025,Changed Mind,Refunded,5919,
RET00767,ORD004643,19-03-2024,Size/Fit Issue,Refunded,2053,
RET00768,ORD020366,12-04-2024,Size/Fit Issue,Refunded,2389,
RET00769,ORD023884,21-03-2026,Wrong Item,Refunded,577,
RET00770,ORD025540,10-04-2025,Wrong Item,Refunded,3343,
RET00771,ORD002670,03-04-2026,Size/Fit Issue,Refunded,3287,
RET00772,ORD014057,15-04-2024,Size/Fit Issue,Refunded,1635,
RET00773,ORD018672,21-03-2026,Quality Issue,Processing,9807,
RET00774,ORD006866,14-01-2026,Changed Mind,Refunded,16558,
RET00775,ORD027427,14-11-2024,Damaged,Refunded,14569,
RET00776,ORD014342,09-03-2025,Size/Fit Issue,Processing,20135,
RET00777,ORD007380,31-08-2024,Damaged,Refunded,2398,
RET00778,ORD017871,05-04-2025,Damaged,Refunded,10172,
RET00779,ORD010006,06-09-2026,Late Delivery,Refunded,14090,
RET00780,ORD006980,21-01-2025,Size/Fit Issue,Refunded,31484,
RET00781,ORD011026,05-01-2025,Quality Issue,Processing,12722,
RET00782,ORD015803,12-06-2024,Size/Fit Issue,Refunded,19604,
RET00783,ORD014851,11-08-2026,Quality Issue,Refunded,596,
RET00784,ORD025624,11-05-2026,Size/Fit Issue,Refunded,9881,
RET00785,ORD028966,31-12-2024,Late Delivery,Refunded,4659,
RET00786,ORD021703,24-05-2025,Quality Issue,Refunded,15022,
RET00787,ORD024054,06-06-2026,Size/Fit Issue,Refunded,14954,
RET00788,ORD016426,08-05-2025,Quality Issue,Refunded,15565,
RET00789,ORD013918,09-06-2026,Size/Fit Issue,Refunded,10469,
RET00790,ORD022339,04-08-2024,Changed Mind,Refunded,22079,
RET00791,ORD006869,18-04-2026,Wrong Item,Processing,3590,
RET00792,ORD003698,22-04-2024,Late Delivery,Processing,25454,
RET00793,ORD002999,25-12-2025,Late Delivery,Refunded,14172,
RET00794,ORD027390,06-04-2024,Quality Issue,Processing,8167,
RET00795,ORD028667,07-11-2025,Size/Fit Issue,Refunded,36364,
RET00796,ORD011445,20-07-2026,Size/Fit Issue,Refunded,14975,
RET00797,ORD008859,07-07-2025,Size/Fit Issue,Refunded,23190,
RET00798,ORD018005,25-09-2025,Late Delivery,Refunded,37943,
RET00799,ORD028700,16-03-2025,Size/Fit Issue,Processing,24176,
RET00800,ORD013444,26-06-2025,Wrong Item,Refunded,18259,
RET00801,ORD000606,20-04-2024,Quality Issue,Refunded,28731,
RET00802,ORD019919,29-06-2024,Damaged,Refunded,2286,
RET00803,ORD025948,27-03-2024,Wrong Item,Refunded,16873,
RET00804,ORD016496,27-06-2024,Changed Mind,Refunded,32504,
RET00805,ORD010352,24-04-2026,Quality Issue,Refunded,16142,
RET00806,ORD005689,01-02-2024,Changed Mind,Refunded,9268,
RET00807,ORD012994,22-09-2025,Changed Mind,Refunded,35519,
RET00808,ORD029560,23-02-2026,Wrong Item,Refunded,84736,
RET00809,ORD025438,31-01-2024,Quality Issue,Refunded,3474,
RET00810,ORD018226,25-09-2025,Wrong Item,Refunded,27143,
RET00811,ORD024932,30-04-2024,Size/Fit Issue,Refunded,55571,
RET00812,ORD004658,22-06-2025,Changed Mind,Refunded,28625,
RET00813,ORD020142,16-01-2026,Wrong Item,Refunded,18644,
RET00814,ORD025217,16-08-2024,Late Delivery,Refunded,27333,
RET00815,ORD020544,16-09-2025,Quality Issue,Refunded,13619,
